GenSymb	LAU125_TPM	LAU355_TPM	LAU1255_TPM	LAU1314_TPM
TMEM229A	4.37	0	0	0
ZFX-AS1	0	0	0	0
DEPDC1-AS1	0.17	0.05	0.07	0.02
LOC100505515	0	0	0	0
PRR20E	0	0	0	0
ZNF879	0.72	2.84	0.77	2.76
LOC102724334	0	0	0	0
LOC105379175	0.15	2.66	0.75	1.21
LOC729040	0.19	0	0.07	0
LOC102725079	0	0	0	0
LINC01505	1.43	0.04	2.26	0.03
LOC101928000	3.52	5.45	1.65	4.33
LOC349160	0.01	0	0.02	0.01
LOC101929723	0.45	0.16	0.6	0.04
RNF219-AS1	0	0	0	0
LINC01426	0.19	0.1	0.5	0.05
USP27X-AS1	1.11	0.27	0.18	0.42
LOC440896	0	0	0	0
CCDC188	0.04	0.04	0.04	0
RBMY1A1	0	0	0	0
ZNF37BP	4.3	6.15	5.28	4.26
SLC25A5P4	0	0	0	0
LINC01250	0	0.01	0	0.02
LOC100129484	0	0	0	0
LINC01432	0	0	0	0
KBTBD13	0	0	0	0
ZNF736	3.08	6.96	1.74	6.44
FGF14-AS1	0	0	0	0
SLC16A12-AS1	0	0	0	0
MAGI2-AS3	69.89	0.18	12.36	0.82
PINLYP	0.21	0.24	0.27	0.57
CLDN34	0	0	0.05	0
MIR3663HG	0	0	0	0
AP1B1P1	0	0.08	0	0.15
RPL34-AS1	0.26	0.18	0.22	0.16
RHOXF1P1	0	0	0	0
SP2-AS1	9.3	1.35	1.6	0.93
ERICH3-AS1	0	0	0	0
RPL13AP20	0.15	0.1	0.1	0.26
LINC01506	0	0.49	0.18	0.66
C5orf58	0	1.16	0.51	2.27
LOC102724357	0	0	0	0
HRAT17	0.22	0	0	0
FAM133B	40.59	28.87	17.27	26.89
LOC102724571	1.06	0	0.5	0
LOC107986164	0	0	0	0
LINC01309	0	0	0	0
OR10G8	0	0	0	0
LOC101927438	0.08	0.59	0.05	0.64
CCT6P3	4.22	5.25	1.71	5.51
CHRM3-AS1	0	0	0	0
MCIDAS	0	0	0.24	0
MAPKAPK5-AS1	13.81	13.54	9.28	16.75
JRK	7.57	4.09	2.1	4.01
LOC101929420	0.02	0	0	0
LOC101927907	0.02	0	0	0.1
CHL1-AS1	3.17	0.1	0.27	0.26
LOC101927156	0.19	2	3.74	2.52
IFT74-AS1	0.15	0	0	0
SDCBP2-AS1	4.11	2.04	1.17	1.46
LOC101927043	0.02	0	0.06	0.01
LOC100506175	0	0	0	0.04
LOC105378687	0.99	0.45	0.27	0.28
LOC105375401	0	0	0.1	0
GPR50-AS1	0	0	0	0
LOC101927870	0	0	0	0
TMEM212-AS1	0	0	0	0
LOC400620	0	0	0.02	0
LINC01287	0.24	0.7	0.26	1.97
FAM170B-AS1	0	0	0	0
GAS5	645.85	427.82	288.62	470.65
HLA-B	93.08	2855.77	1517.19	2719.45
LOC105755953	0	0	0	0
FOXP4-AS1	1.72	0.43	0.63	0.41
C1orf140	0.1	0.04	0.04	0.05
LOC105378325	0	0	0	0
C11orf94	0	0	0	0
LOC102724053	0	0	0	0
LINC01103	0.08	0	0	0
LINC00458	1.3	1.77	28.68	0.97
FAM197Y2P	0	0	0	0
LINC01135	0.17	0.25	0.25	0.02
LOC100507506	0.03	0.03	0.06	0.03
LOC285423	0.02	0	0.01	0
IFNA17	0	0	0	0.03
LINC01239	6.95	0.09	2.18	0.06
LINC00676	0	0	0	0
SLIT1-AS1	0	0	0	0
HNRNPUL2-BSCL2	0.06	0	0	0
LOC100505782	0.01	0	0	0
LOC107984178	0.02	0.02	0.02	0.03
LINC00163	0	0	0	0
MIR155HG	0.61	5.8	3.22	6.86
LOC102723517	33.43	0.08	1	0.12
APOC2	61.49	6.71	419.27	7.16
MIR6516	2.82	4.38	1.58	3.92
LOC105373818	0	0	0.05	0
LOC101929374	0.3	0.05	0	0
GRID1-AS1	0	0	0	0
LOC101929445	0.15	0	0	0
GTF3C2-AS1	0	0.08	0.08	0
LINC01524	0	0	0.08	0
LOC105373958	1.35	0.11	0.99	0.04
LOC101927434	0	0	0	0
LOC100507406	0	0.06	0.1	0
LINC00700	0.05	0.02	0	0.08
SHISA8	0	0	0	0.06
LOC102724264	0	0	0	0
LOC148709	0.35	0.03	0.12	0
SEMA3F-AS1	0.41	1.85	1.04	0.92
DPP10-AS1	0	0	0	0
LOC100505635	0.21	0.04	0.04	0
C19orf81	0	0	0.11	0
LINC00940	0.07	0.01	0	0
LOC284661	0	0	0.02	0
LOC101929148	0.08	0	0.2	0.02
ID2-AS1	0.71	0.28	0.29	0.1
LINC00330	0.03	0.03	0.02	0.01
ANKRD65	0.18	1.5	0.12	1.71
LINC00094	4.05	6.5	2.92	7.99
ZSCAN31	3.54	1.38	2.02	1.27
LOC200726	0	0	0	0
DSCAM-AS1	0.04	0	0	0
LOC100130548	0.02	0.03	0	0.1
LOC101927378	0	0	0	0
LOC100422737	0	0.78	0.04	1.12
LOC400748	0	0	0	0
TMEM30CP	0	0	0	0
C12orf75	3.96	23.33	6.53	30.11
LINC01440	0	0	0	0.05
SMIM1	0.52	0.09	0.39	0
HGH1	11.7	1.59	7.23	6.22
LINC00601	0.1	0	0.4	0.02
LOC105378614	0	0.54	0	0.21
NUCB1-AS1	0	0	0.06	0
PPP1R3E	4.97	3.69	3.52	3.83
LINC01525	0	0	0	0
FAM83C-AS1	0	0	0.08	0
TSPY26P	0.63	0.14	0	0.16
DANT2	0.29	1.72	0.46	1.62
ITGA9-AS1	23.64	2.14	5.46	1.91
KDM4E	0.01	0.03	0.01	0
LINC01422	0	0.23	0.05	0
SNORD62A	0	0	0	0
SMIM2-IT1	0	0	0	0
FLJ41941	0	0.03	0	0.03
THRA1/BTR	0.04	0.17	0	0.2
LINC01281	0.04	1.06	0.41	1.74
LOC101929350	0.02	0	0.09	0.04
LOC102723924	0	0.04	0	0
SSR4P1	2.17	0.35	0.22	0.79
RPEL1	0	0.06	0	0.04
LINC00961	0	0	0.17	0.06
EPN2-AS1	0.08	0.02	0	0.04
LOC440602	0	0	0	0
SNORA71B	0	0	0.59	0
TTTY4B	0.02	0	0	0
LOC105372672	0	0.07	0.08	0
DPY19L2P4	1.14	0.1	0.18	0.1
LINC01278	4.52	3.68	3.08	2.89
LOC105370105	0	0	0	0
LURAP1L-AS1	0.96	0	0.18	0
TOPORS-AS1	1.49	9.5	3.34	5.57
IQCF5-AS1	0	0	0	0
NEURL1-AS1	0	0	0	0
LINC01372	0.69	0.21	0.27	0.12
LOC100996342	0.04	0	0.08	0.03
LOC105373496	0.13	0	0.06	0
JARID2-AS1	0.13	0.38	0.06	0.19
LINC01221	0	0	0	0
LOC729970	5.02	0.46	2.41	0.59
LOC643733	8.47	19.87	9.25	20.03
HIPK1-AS1	0.23	1.05	0.54	0.55
AGAP1-IT1	0	0	0	0
MSC-AS1	57.78	0.55	19.88	2.68
NFAM1	0.13	2.12	1.85	0.72
LINC00533	0	0	0	0
GNAS-AS1	0.15	0.04	0.02	0
RBMS3-AS1	0.05	0	0	0
LINC01102	11.92	0.27	0.7	0.28
POU5F1P3	0.02	0.22	0.02	0.05
NKX1-1	0	0	0	0
FAM21EP	0.13	0.24	0.31	0.23
LINC00494	0.68	18.93	1.21	7.58
RNF148	0.09	0.03	0.09	0
LOC101929181	0.13	0.08	0.06	0.02
LOC100507557	0.5	0.24	0.13	0.37
MIR670HG	0	0	0	0.08
LINC00298	0.01	0.03	0.03	0
LINC00993	0	0	0	0
CXorf51B	0	0	0	0
CYCSP52	0.53	0.46	0.2	0.97
LINC00894	0.55	1.06	0.98	1.63
DICER1-AS1	1.67	0.74	1.56	1.31
ANKRD34C	0	0	0	0
MFRP	0.01	0	0	0
PHACTR2-AS1	0	0.07	0.01	0.01
KIAA0040	2.11	46.14	7.64	46.39
HCG2040054	0	0.18	0	0.37
LINC00607	0.11	0.03	0.32	0.16
DPYD-AS2	0	0	0	0
USP17L27	0	0	0	0
ADAM21P1	0.05	0.1	0.03	0
IFITM4P	0.07	0.9	0.13	0.77
LINC00837	0	0	0.02	0.01
BHLHE40-AS1	0.55	1.15	0.68	2.58
LOC101928389	0	0	0	0
HS6ST2-AS1	0	0	0	0
B3GALT4	0.6	2.82	0.56	3.07
GSN-AS1	0.1	0.04	0.05	0.07
ARHGEF7-AS2	0	0	0	0
LINC00941	0	0	0	0
LOC101927661	0	0	0	0
TSPEAR-AS1	0.1	0.04	0.25	0.02
TM4SF19-AS1	0.45	0.17	0.43	0.15
LINC01564	0	0	0	0
CPB2-AS1	0.41	0	0.67	0.04
APOA1-AS	0	0.37	0	0.15
MACROD2-AS1	0	0	0	0
NEXN-AS1	0.23	0.59	0.37	0.54
LINC01553	0.02	0.04	0.01	0.27
LCE6A	0	0	0	0
EGOT	0.1	0.08	0.03	0.05
TTC28-AS1	4.98	14.09	5.53	14.52
UBOX5-AS1	0.18	0.02	0.08	0.1
PNMA6A	0.14	0	0.66	0
GPC5-AS1	0	0	0	0
MORC2-AS1	1.07	4.07	1.11	1.5
LOC101929567	2.33	2.55	1.35	2.3
LOC100507477	4.01	0	6.25	0
PRRX2-AS1	0	0	0	0
PATE3	0	0	0	0
LINC01036	0	0	0	0
OR5H14	0	0	0.05	0
LINC00445	0	0	0	0
LOC101927630	0	0.13	0	0.16
LOC101929260	0	0	0	0
MYCBP2-AS1	0.19	0.09	0.09	0
LOC101928335	0	0	0.01	0
LINC01072	0	0	0	0
LINC01447	0.61	1.34	0.66	1.33
ELFN1-AS1	0.17	0.07	0.44	0.04
COX10-AS1	0.09	0.15	0.06	0.16
LOC340581	0	0	0	0.03
LINC00545	0	0.37	0.07	0
ZBTB22	5.8	8.04	5.64	8.51
LOC101929680	0.12	0.35	0.19	0.25
LOC105373525	0	0	0	0
USP17L4	0	0	0.01	0
CT47A3	0	0	0	0
LOC101929099	0.18	0.23	0.29	0.28
TMEM147-AS1	0.23	1.39	0.33	0.52
LOC101928303	0.18	0.29	0.05	0.21
MIR7515HG	0	0	0	0
PRKX-AS1	0	0.05	0	0
GRM7-AS1	0	0	0	0
LINC01376	0.45	0.62	0.53	1.29
MYO16-AS1	0	0	0	0
LOC101928381	0	0	0	0
SLC25A3P1	0	0	0	0
DIAPH2-AS1	0	0	0	0
LINC01361	4.03	0.13	0.11	0.07
LOC105373051	0.05	0	0	0
CLEC2L	0	0.14	0.02	0
ZBED5	14.26	26.59	12.55	26.12
GACAT3	0.04	0	0.1	0
LOC105372918	0	0	0	0
GUSBP5	1.95	1.16	1.55	1.27
MRGPRG-AS1	0	0	0	0
LINC01241	0	0	0	0
TLX1NB	0	0	0	0.01
SLFN14	0	0.1	0.01	0.01
TRHDE-AS1	0.02	0	0	0
PPIAL4G	0	0.07	0.26	0.26
LOC101928333	0	0	0	0
GAGE12F	0	0	0	0
LOC153910	0.01	0	0.08	0
CT47A1	0	0	0	0
LOC101927660	0	0	0	0
LOC101926942	0	0	0	0
LOC101928326	0.03	0	0	0
LINC00854	0.13	0.22	0.12	0.29
LINC00479	0	0	0.01	0
LOC101927476	0.52	0.84	0.39	0.63
SLC35G4	0	0	0	0
TAS2R39	0	0.02	0	0
VLDLR-AS1	0.47	0	0.05	0
LINC01134	0.18	0.12	0.07	0.41
TSPY10	0	0	0	0
LOC654841	0.46	0.27	0.23	0.34
LOC101928271	0	0	0	0
CT47B1	0	0	0	0
LOC101928748	0	0	0	0.02
KCNMA1-AS1	0	0	0	0
LOC101928067	3.57	0	0	0.09
LOC101927683	0	0.01	0	0.01
LINC00896	0	0	0.04	0
SIX3-AS1	0	0.03	0	0
LOC107987032	0	0	0.05	0
LOC101928201	0	0	0	0
GPC6-AS1	0	0	0	0
LOC101927973	0.03	0.06	0.02	0.05
LOC102723971	0	0	0	0
LOC105378668	0.03	0.03	0	0.11
RNF217-AS1	0	0	0	0.03
RPL13AP5	2.5	4.33	0.33	2.15
STARD13-AS	0.15	0	0.14	0
LOC100505909	0.58	0	0	0
ZNF853	2.24	1.35	0.31	1.57
LOC101928530	0	0	0	0
PITPNA-AS1	13.01	11.33	7.75	11.58
IFNA4	0	0	0	0
DLX2-AS1	0.03	0	0.03	0
FRGCA	0.28	0	0.07	0.07
LOC100505588	0	0.04	0	0
LINC00347	0	0	0	0
ARHGEF38	0.19	0.05	0.02	0.03
LOC101926975	0.06	0	0.2	0
OVAAL	0.27	0.03	0.06	0
LOC101928778	0	0	0	0
LOC101927189	0.04	0	0	0.1
LINC01282	0	0.02	0	0
LINC01186	0	0	0.24	0
MKLN1-AS	10.65	1.87	4.29	1.41
DNAJC9-AS1	9.39	14.32	10.55	10.6
CTAGE9	0.34	0.28	0	0.78
LOC105378277	0	0	0	0
INTS6-AS1	0.43	1.69	0.29	0.92
LOC644838	0.15	0	0	0.2
LINC00299	0	0.13	0.26	0.64
LOC101928700	0	0	0	0
LOC102724589	0	0.16	0	0
TCEB3-AS1	13.1	3.27	2.07	2.73
LINC01563	1.03	0	1.25	0
BCYRN1	0.3	0.49	0.25	0.49
LOC100134368	0.24	0.25	0.1	0.3
CBR3-AS1	2.58	1.38	1.04	1.35
LINC00421	0	0	0	0.02
PCYT1B-AS1	0	0	0	0
LOC101929532	0	0	0	0
LINC01474	4.33	0	13.65	0.05
BMS1P20	13.55	18.73	13.67	24.42
LOC284898	0	0	0	0
NIFK-AS1	9.77	6.76	4.21	7.38
LOC100996263	0.07	0	0	0
LINC00106	0.51	0.75	0.49	0.59
LINC01554	0.17	0.49	0.04	0.62
MIR600	0.55	2.91	0.25	3.68
BAALC-AS2	0.9	0	0.07	0
LOC105372894	0	0	0	0
LOC102725532	0.08	0	0.2	0.02
LOC105371458	0	0.02	0	0
ANKRD44-IT1	0.07	0.22	0.2	0.58
C3orf84	0	0	0	0
OR10G9	0	0	0	0
LOC101927964	0.03	0	0.01	0.01
EDRF1-AS1	0	0.24	0.11	0.12
MLIP-IT1	0	0	0	0
GLIS3-AS1	0	0	0	0
LOC101927701	0.04	0	0	0
DSE	0.13	0.19	0.04	0.48
LOC105377888	0.14	0	0	0
NDUFA6-AS1	5.51	2.6	2.09	2.33
USP17L8	0	0	0.01	0
TTTY12	0	0	0	0
PRMT5-AS1	0.2	0.12	0.25	0.04
LOC101928567	0	0	0	0
EIF3IP1	0	0	0	0
TTTY23B	0	0	0	0
LOC105375166	0.02	0	0.01	0.01
LOC101927164	0.09	0.14	0.06	0.09
TAAR9	0	0	0	0
LINC01056	0	0	0	0
HAND2-AS1	0.01	0.08	0	0
LOC105376468	0	0	0	0
C4orf51	0	0	0.19	0
ZNF503-AS2	0.86	0	0.42	0.02
DLEU7-AS1	0.11	0.12	0.03	0
LOC100507140	0.02	0.01	0	0.05
B3GNT9	0.32	0.16	0.02	0.12
LOC101927577	0	0	0	0
NR2F1-AS1	3.39	0.04	0.14	0.09
CDKN2AIPNL	16.99	11.9	11.69	13.81
LOC101928495	0	0	0	0.04
LOC100507391	0.01	0.03	0.06	0
SULT1C2P1	0.05	0	0.01	0.05
ZNF295-AS1	0.12	0.09	0.03	0.05
MBD3L5	0.02	0	0	0
LINC00987	3.25	0.67	4.67	0.53
LOC100130331	0.01	0.06	0	0.06
LOC100129291	0	0	0	0
LINC01519	0	0	0	0
LINC00851	0	0	0	0
CKMT1B	0.14	0.04	2.98	0.02
LINC01343	0	0	0.01	0
LOC101928973	0.05	0	0.1	0
SMG1P1	15.27	60.87	20.92	47.54
TTN-AS1	11.95	8.85	5.24	11.29
GS1-124K5.4	2.72	1.06	1.58	1.43
LOC105374461	0	0	0	0
RAI1-AS1	0	0	0	0
RNF223	0	0	0	0
LINC01502	0.04	0.14	0.03	0.12
SYP-AS1	0	0	0	0
PATE4	0.02	0.02	0.02	0
TUSC8	0	0	0	0
UNQ6494	0	0.13	0.09	0.25
OR4A47	0	0	0	0
LINC01384	0	0	0	0
PITRM1-AS1	0.73	1.03	0.63	0.83
LINC01304	0	0	0	0
PRSS56	0.03	0	0	0
MGC27382	0.18	0.3	0.2	0.21
LOC101928932	0	0	0.05	0
FOXD2-AS1	4.61	0.41	0.82	0.62
LOC102723661	0	0	0	0
CECR7	9.06	1.81	3.63	2.19
ZNF737	0	0	0	0
RGL2	17.54	19.05	14.2	22.57
BHMG1	0.01	0	0	0
LOC101928438	0	0.07	0	0.02
LOC400794	0.42	0	0	0.15
LOC101928661	0	0	0	0
LOC101928891	0.04	0.03	0	0
LOC105373876	0	0	0	0
LOC105372751	1.74	3.45	1.41	3.43
LOC100130476	0.52	3.17	0.74	2.4
PKN2-AS1	1.13	0.03	0.34	0.07
UNC5B-AS1	0	0	0	0
SHISA9	0.02	0.06	0.01	0.07
DGCR5	0.17	0.05	0.28	0.16
OR7E24	0	0	0	0
LINC00857	0.21	0.91	0.3	1.01
LOC101929926	0	0	0	0
HLA-DQA2	3.13	927.8	8.66	565.06
KCND3-AS1	0	0	0	0
LINC01497	0	0	0	0.08
TTTY21B	0	0	0	0
LOC101927924	0.04	0.21	0.05	0.08
PYY2	0	0.21	0.12	0.03
LINC01514	0	0	0	0
LOC150051	0.09	0.31	0.14	0.36
FAM138A	0	0	0	0
OXCT2P1	0.34	0.08	0.08	0
LOC400958	0.05	0.91	0.12	0.68
KIFC1	12.25	8.07	10.34	19.83
C2orf74	12.89	11.22	5.04	8.66
LOC101929653	0	0	0	0
LINC00316	0	0	0	0
GRM7-AS2	0	0	0	0
LINC01115	0	0.03	0	0
GAGE12C	0	0	0	0
TEX36-AS1	0	0	0	0
LOC101929705	0.42	0.04	0.07	0
IRGM	0.03	0.94	0.04	0.47
LOC101928596	0	0	0	0
P4HA2-AS1	0	0	0	0
LOC440934	0.25	0.03	0.67	0.03
DCTN1-AS1	0	0.02	0	0
RNF216-IT1	0	0.41	0	0
LOC101929570	0	0	0	0
LINC01143	0.16	0	0	0
AMY1A	0.17	1.32	0.28	0.57
LOC101928283	0	0	0	0
FAM200B	48.5	29.14	30.04	27.54
LINC01370	0	0	0	0
LINC01318	0.13	0	0.43	0
LINC00211	0.04	0	0.04	0
LOC101927497	0.29	0	0	1.4
FAM231A	0	0	0	0
NFIA-AS1	0	0.07	0	0
LOC100506271	0	0	0	0
LOC101928358	0	0	0	0
LOC102724434	0.06	0	0.03	0.04
POU5F1P4	0.02	0	0	0
LINC01473	1.37	0.41	0.69	0.92
LINC00398	0.06	0.36	0.32	0.22
DGUOK-AS1	0.82	0.96	1.06	1.59
SIRPG-AS1	0.06	0.38	0.03	1.11
LOC105375014	0	0	0	0
NFIA-AS2	1.75	0	0.28	0.21
LOC101929011	0	0	0	0
LOC102723927	0.31	3.62	0.81	2.27
KCNQ1DN	0	0	0	0
LINC00649	0.44	3.98	1.26	3.49
CT47A5	0	0	0	0
FLG-AS1	1.76	0.2	0.38	0.14
PTENP1	3.59	4.27	6.96	9.51
LOC105378137	0.25	0	0	0
TCONS_00029157	7.99	2.89	1.26	2.27
LOC101927851	0.39	0.15	0.16	0.62
HTR3E-AS1	0	0	0	0.11
LOC401312	0.02	0.07	0	0.14
IDS2	0	0.31	0.09	0.61
ZEB2-AS1	0.81	0.38	0.34	0.18
SPATA3-AS1	0	0.03	0.01	0.18
LINC01352	0.41	0.34	0.4	0.08
LRRC37A2	4.61	9.8	4.08	11.38
LOC101929337	0.12	0	0	0
ABCA17P	0.42	0.01	0.16	0.14
LINC01625	0.29	0.1	0	0
GOLGA2P5	0.15	1.69	0.21	1.37
LINC01410	0.55	1.4	0.76	2.59
LINC01589	0	0	0	0.1
LINC00426	0.85	18.56	6.34	20.92
MLK7-AS1	0.08	0.13	0	0.09
BRWD1-AS1	0	0	0	0
LOC105376805	12.71	13.26	5.84	15.87
FAM50B	0	0	0	0
LOC646938	0	0	0	0
CD81-AS1	0.23	0.05	0.03	0.06
LOC100506384	0	0	0	0
PAXBP1-AS1	2.77	1.03	0.65	0.84
LOC100996251	0.9	0.91	0.54	0.67
MPC1L	0	0	0	0
LOC107984977	0	0	0	0
LOC101927641	0.24	0	0	0.01
C9orf69	2.68	6.26	2.26	8.71
OR2W3	0.05	0.04	0	0.22
LINC00317	0	0	0	0
LINC00707	0.02	0.03	0.01	0.02
PAGE2B	0	0	0.05	0
LINC01448	0.05	0.22	0	0.15
SNORD121B	0	0	0	0
SNORD11	0	0	0	0
SNORA13	0	0	0	0
MIR2113	0	0	0	0
MIR2053	0	0	0	0
SNORD42B	0	0	0	0
MIR1270	0	0	0	0
SNORD105B	0	0	0	0
SNORD4A	0	0	0	0
SNORD4B	0	0	0	0
SNORD97	0.56	1.97	0	1.28
SNORD42A	0	0	0	0
SNORD54	0	0	0	0
MIR1976	0	0	0	0
MIR1972-1	0	0	0	0
SCARNA7	0.1	0.25	1.02	0.29
SCARNA18B	0	0	0	0
SNORD124	0	0	0	0
SCARNA12	1.57	2.15	1.88	0.8
SCARNA18	0	0	0	0
SNORD19B	0	0	0	0
SNORD121A	0	0	0	0
SNORD10	0	4.13	1.01	2.68
RNU7-1	0	0	0	0
SNORD2	0	0	0	0
SNORA47	0	0	0	0
SCARNA10	0	0.67	0.19	0.39
SNORD108	0	0	0	0
SNORD13	0	0	0	0
SNORD127	0	0	0	0
MIR500B	0	0	0	0
MIR1972-2	0	0	0	0
SNORD125	0	0	0	0
SNORA59A	0	0.19	0	0
SNORD109B	0	0	0	0
SNORA84	0	0	0	0
SNORD5	0	0	0	0
LOC101928405	0	0	0	0.01
LOC100128164	0.04	0.59	0	0.42
TTTY23	0	0	0	0
TXNDC5	240.75	76.83	71.68	81.84
CLRN1-AS1	0.02	0	0	0
GATSL3	0.4	1.05	0.93	1.31
RNF103	14.14	12.66	10.73	13.97
RBM14	9.73	12.56	11.02	19.13
ATP6V1B1-AS1	1.05	0	0.54	0
LINC01119	0.44	0.33	0.33	0.22
LLPH-AS1	0	0.17	0.1	0.15
ALKBH6	7.36	16.53	10.97	12.71
ASB14	0.7	3.23	0.51	2.33
PCDHA13	0	0	0	0
CYP4F62P	0	0.03	0	0.13
ST3GAL6-AS1	33.33	0.17	8.07	0
LOC101927346	0	0	0	0.02
LOC105374002	0	0.07	0.07	0
KLHL41	1.18	0.07	0.36	0.29
PLCH1-AS1	0.02	0	0.25	0
LOC102724728	0	0	0	0.01
LINC01210	0	0	0	0
CADM2-AS1	0	0	0.01	0
GATS	0.47	1.83	0.47	3.25
MYLK-AS1	0.69	1.34	1.38	1.6
GOLGA2P2Y	0	0	0	0
LINC00879	0	0	0	0
OR1J4	0	0	0	0.11
C2orf61	0.15	0.02	0	0.11
RUVBL1-AS1	0	0	0	0
MEIKIN	0.14	0.13	0.15	0.46
MYADML	0.01	0	0.03	0
PSMD6-AS2	0.37	1.57	0.17	0.73
NME1	133.9	42.39	77.54	44.32
TNFSF12	13.61	24.35	12.64	24.25
CDRT4	1.57	2.04	0.3	1.22
APOBEC3G	18.97	103.87	62.04	99.04
LOC105375115	0	0	0	0
HLTF-AS1	0	0	0	0
TLR9	0.12	1.18	0.08	2.34
WBP1	47.17	25.81	29.19	26.98
MRPS17	13.94	5.9	8.99	5.92
ITIH4-AS1	0	0.25	0.07	0
PRAMEF11	0	0	0	0
SUGT1P3	0.23	0.6	0.11	0.59
DEFA3	0	0	0	0
GET4	5.59	4.72	2.67	7.45
IGSF11-AS1	0.49	0	0.01	0
KRTAP9-2	0	0	0	0
C1orf226	0.23	0.1	0.15	0.18
ADSL	97.52	36.03	29.48	41
LINC01471	0	0	0	0
LOC101930094	0.01	0.14	0.01	0.06
ZBTB20-AS3	0	0	0	0
LILRA4	0.15	31.61	3.79	27.34
LILRA2	0.78	3.65	4.41	4.27
SLC9A9-AS1	0.05	0	0	0.11
TEX35	0.15	0.02	0	0
LINC00888	17.56	4.44	5.89	3.55
AMY2B	0.73	3.89	2.02	3.07
LOC100507537	0	0	0	0
DSE	0.03	0.03	0.05	0.16
LY6G5B	2.71	5.45	3.74	5.18
PSMB9	4.89	98.5	88.69	96.37
NCOR1P1	0	0.09	0.11	0
ERICH6-AS1	3.57	2.9	2.66	3.81
MAGI1-AS1	0	0	0	0
PCDHGC3	94.37	1.44	20.31	2.55
CYMP	0	0	0	0
ARHGEF3-AS1	0	0	0	0
SMKR1	0.33	1.09	1.35	0.36
LOC100287290	0.29	0.35	0.31	0.09
UGT1A5	0	0	0	0
ZNF542P	8.53	11.06	5.57	9.86
COX19	6.05	11.5	4.99	8.14
DEFA1B	0	0	0	0
B4GALT4-AS1	0	0.22	0.1	0.3
MOXD2P	0	0	0	0
TCAM1P	0.47	0.11	0.08	0.07
GHRLOS	0.32	0.95	0.16	0.55
ACAD11	6.95	4.44	5.88	4.28
PPIL3	44.34	73.87	40.92	76.65
OR4G2P	0	0	0	0.08
RPL13P5	2.33	2.13	0.67	3.24
LCE1F	0	0	0	0
KIR3DL2	0.02	0.37	0.65	0.8
SAMMSON	12.45	0.08	3.99	0.05
LINC00636	0	0	0	0
KRTAP13-3	0	0	0	0
CSPG4P1Y	0.03	0	0	0
RPL29P2	0.56	0.69	0.47	0.19
CDKN2B-AS1	1.6	0.62	0.26	0.28
TNFRSF13B	0.71	28.04	3.96	28.79
TM4SF1-AS1	0.03	0	0.05	0
KRTAP9-1	0	0	0	0
THOC7-AS1	0.04	0.13	0	0
L1TD1	0.12	0.53	0.04	1.65
LOC101243545	0	0.02	0.02	0.01
AQP1	11.12	0.1	0.36	0.36
KCNAB1-AS2	0	0	0	0
AADACP1	0.22	0	0.17	0
SPATA31D5P	0	0	0	0
C1QTNF9	0.02	0	0.01	0.02
ISY1	41.56	49.13	39.25	55.35
PNMA2	25.2	0.79	0.94	0.39
LINC01168	0	0	0	0.01
LRRD1	9.65	1.26	10.26	1.84
KRBOX1	0.3	0.48	0.27	0
PCDHGC5	0.28	0.04	0.02	0.11
C21orf91-OT1	0	0	0	0.04
ARHGEF25	6.97	0.1	4.25	0.9
TMEM189	40.01	20.27	29.78	27.34
RDH14	12.89	17.09	14.74	21.45
KRTAP4-7	0	0	0	0
LINC00886	0.34	1.35	0.27	1.23
NDUFB2-AS1	0.64	0.3	0.11	0.37
PLCXD2	0.12	3.15	3.67	4.12
LOC101929694	0.02	0.02	0.02	0.15
LSAMP-AS1	0.25	0	0	0
PLGLA	0	0.07	0.19	1.09
MIF	19.53	17.57	43.27	22.5
LOC100506489	0	0	0	0
HOXA11-AS	0.29	0	0.2	0
LOC653160	0.58	1.89	0.76	1.74
TPM3P9	2.87	6.17	4.52	12.16
NSUN6	3.8	10.91	5.74	8.48
FLJ46066	0	0.02	0	0
LOC284344	0.15	0.01	0.42	0.03
HLA-DOB	3.47	181.96	18.93	289.25
PRICKLE2-AS1	0.03	0	0	0
UGT1A9	0	0	0	0
KRTAP10-5	0	0	0	0
YAE1D1	35.43	4.86	8.26	8.66
LOC100507461	0	0	0	0
LINC00881	0.1	0.06	0.37	0.19
ARHGAP31-AS1	1.45	0.33	0.77	0.43
ADAMTS9-AS1	0	0.16	0	0
LINC00877	0.04	3.17	1.45	4.66
TDGF1	0.13	0.04	0.04	0.03
FLJ22763	0	0	0.01	0
LOC102724604	0.17	0.05	0	0
KRTAP5-8	0	0.02	0	0.04
CRCP	24.98	20.34	12.25	18.77
LOC152225	0.07	0.24	2.12	0.15
LOC101927056	0.41	0.39	0.75	0.47
WWTR1-AS1	0.32	0.04	0.23	0.05
SUCLG2-AS1	2.83	1.11	1.68	0.78
CDRT1	0	0.15	0	0.31
LOC101927494	0	0	0	0
LINC01487	0	0	0	0
RPL36A	263.31	1399.28	296.79	611.55
LOC105375483	0	0	0.03	0
SYNPR-AS1	0	0	0	0
PDXP	4.67	13.01	9.79	14.62
LINC01192	0.09	0.16	0	0.02
RPP21	9.24	12.98	11.55	14.83
HNF1A-AS1	0.02	0.05	0	0.03
CD302	18.82	7.58	6.85	5.28
EGFL8	24.81	0.85	12.27	0.82
