GenSymb	LAU125_FPKM	LAU355_FPKM	LAU1255_FPKM	LAU1314_FPKM
MIR619	0	0	0	0
MIR194-1	0	0	0	0
MIR128-2	0	0	0	0
MIR562	0	0	0	0
MIR581	0	0	0	0
MIR651	0	0	0	0
MIR526A1	0	0	0	0
MIR7-3	0	0	0	0
MIR641	0	0	0	0
MIR588	0	0	0	0
MIR505	0	0	0	0
MIR521-1	0	0	0	0
MIR499A	0	0	0	2.65
MIR595	0	0	0	0
MIR99A	0	0	0	0
MIR193B	0	0	0	0
MIR510	0	0	0	0
MIR571	0	0	0	0
MIR512-2	0	0	0	0
MIR512-1	0	0	0	0
MIR655	0	0	0	0
MIR153-1	0	0	0	0
MIR138-2	0	0	0	0
MIR570	0	0	0	0
MIR28	0	0	0	0
MIR621	0	0	0	0
MIR558	0	0	0	0
MIR128-1	0	0	0	0
MIR489	0	0	0	0
MIR548AA2	0	0	0	0
MIR548A2	0	0	0	0
MIR183	0	0	0	0
MIR592	0	0	0	0
MIR602	0	0	0	0
MIR184	0	0	0	0
MIR659	0	0	0	0
MIR573	0	0	0	0
MIR32	0	0	0	0
MIR518A2	0	0	0	0
MIR597	0	0	0	0
MIR211	0	0	1.97	0
MIR7-2	0	0	0	0
MIR548AA1	0	0	0	0
MIR129-1	0	0	0	0
MIR518F	0	0	0	0
MIR141	0	0	0	0
MIR20B	0	0	0	0
MIR525	0	0	0	0
MIR627	0	0	0	0
MIR200C	0	0	0	0
MIR584	0	0	0	0
MIR572	0	0	0	0
MIR551B	0	0	0	0
MIR623	0	0	0	0
MIR186	0	0	0	0
MIR520B	0	0	0	0
MIR222	0	0	0	0
MIR455	0	0	0	0
MIR449B	0	0	0	0
MIR556	0	0	0	0
MIR200B	0	0	0	0
MIR506	0	0	0	0
MIR218-1	0	0	0	0
MIR517A	0	0	0	0
MIR520D	0	0	0	0
MIR657	0	0	0	0
MIR181B2	0	0	0	0
MIR520C	0	0	0	0
MIR218-2	0	0	0	0
MIR590	0	0	0	0
MIR487A	0	0	0	0
MIR495	0	0	0	0
MIR10B	0	0	0	0
MIR575	0	0	0	0
MIR299	0	0	0	0
MIR553	0	0	0	0
MIR130B	0	0	0	0
MIR199A1	0	0	0	0
MIR487B	0	0	0	0
MIR450A2	0	0	0	0
MIR580	0	0	0	0
MIR93	0	0	0	0
MIR532	0	0	0	0
MIR181A1	0	0	0	0
MIR329-1	0	0	0	0
MIR329-2	0	0	0	0
MIR617	0	0	0	0
MIR626	0	0	0	0
MIR516A1	0	0	0	0
MIR188	0	0	0	0
MIR586	0	0	0	0
MIR550A1	0	0	0	0
MIR642A	0	0	0	0
MIR548A1	0	0	0	0
MIR551A	0	0	0	0
MIR3591	0	0	0	0
MIR15B	0	0	0	0
MIR648	0	0	0	0
MIR625	0	0	0	0
MIR150	0	0	0	0
MIR542	0	0	0	0
MIR500A	0	0	0	0
MIR519C	0	0	0	0
MIR26A2	0	0	0	0
MIR187	0	0	0	0
MIR216A	0	0	0	0
MIR520G	0	0	0	0
MIR504	0	0	0	0
MIR646	0	0	0	0
MIR518A1	0	0	0	0
MIR599	0	0	0	0
MIR483	0	0	0	0
MIR95	0	0	0	0
MIR27A	0	0	0	0
MIR519E	0	0	0	0
MIR34B	0	0	0	0
MIR19B2	0	0	0	0
MIR605	0	0	0	0
MIR147A	0	0	0	0
MIR563	0	0	0	0
MIR124-2	0	0	0	0
MIR105-2	0	0	0	0
MIR545	0	0	0	0
MIR640	0	0	0	0
MIR519B	0	0	0	0
MIR596	0	0	0	0
MIR30A	0	0	0	0
MIR517B	0	0	0	0
MIR517C	0	0	0	0
MIR33B	0	0	0	0
MIR622	0	0	0	0
MIR520H	0	0	0	0
MIR518B	0	0	0	0
MIR125B2	0	0	0	0
MIR27B	0	0	0	0
MIR514A2	0	0	0	0
MIR514A3	0	0	0	0
MIR514A1	0	0	0	0
MIR498	0	0	0	0
MIR221	0	0	0	0
MIR513B	0	0	0	0
MIR513A1	0	0	0	0
MIR610	0	0	0	0
MIR566	0	0	0	0
MIR559	0	0	0	0
MIR196A2	0	0	0	0
MIR516B2	0	0	0	0
MIR135A1	0	0	0	0
MIR302A	0	0	0	0
MIR603	0	0	0	0
MIR577	0	0	0	0
MIR33A	0	0	0	0
MIR9-1	0	0	0	0
MIR654	0	0	0	0
MIR204	0	0	0	0
MIR511	0	0	0	0
MIR567	0	0	0	0
MIR552	0	0	0	0
MIR136	0	0	0	0
MIR634	0	0	0	0
MIR574	0	0	0	0
MIR516B1	0	0	0	0
MIR152	0	0	0	0
MIR328	0	0	0	0
MIR561	0	0	0	0
MIR624	0	0	0	0
MIR138-1	0	0	0	0
MIR219A2	0	0	0	0
MIR579	0	0	0	0
MIR105-1	0	0	0	0
MIR656	0	0	0	0
MIR153-2	0	0	0	0
MIR496	0	0	0	0
MIR30C1	0	0	0	0
MIR569	0	0	0	0
MIR629	0	0	0	0
MIR620	0	0	0	0
MIR507	0	0	0	0
MIR660	0	0	0	0
MIR125B1	0	0	0	0
MIR638	0	0	0	0
MIR589	0	0	0	0
MIR557	0	0	0	0
MIR181B1	0	0	0	0
MIR607	0	0	0	0
MIR154	0	0	0	0
MIR527	0	0	0	0
MIR23A	0	0	0	0
MIR519D	0	0	0	0
MIR548B	0	0	0	0
MIR613	0	0	0	0
MIR513A2	0	0	0	0
MIR518E	0	0	0	0
MIR576	0	0	0	0
MIR493	0	0	0	0
MIR182	0	0	0	0
MIR601	0	0	0	0
MIR519A1	0	0	0	0
MIR134	0	0	0	0
MIR100	0	0	0	0
MIR325	0	0	0	0
MIR301A	0	0	0	0
MIR644A	0	0	0	0
MIR509-1	0	0	0	0
MIR431	0	0	0	0
MIR643	0	0	0	0
MIR549A	0	0	0	0
MIR323B	0	0	0	0
MIR503	0	0	0	0
MIR16-1	0	0	0	0
MIR125A	0	0	0	0
MIR130A	0	0	0	0
MIRLET7F2	0	0	0	0
MIR652	0	0	0	0
MIR653	0	0	0	0
MIR362	0	0	0	0
MIR140	0	0	0	0
MIR645	0	0	0	0
MIR618	0	0	0	0
MIR185	0	0	0	0
MIR199A2	0	0	0	0
MIR591	0	0	0	0
MIR485	0	0	0	0
MIR616	0	0	0	0
MIR548A3	0	0	0	0
MIR609	0	0	0	0
MIR92A2	0	0	0	0
MIR106B	0	0	0	0
MIR320A	0	0	0	0
MIR492	0	0	0	0
SNORD94	0	0	0	0
SNORD73A	0	0	0	0
SNORA35	0	0	0	0
SNORD96B	0	0	0	0
SNORA49	0	0	0	0
SNORD12C	0	0	0	0
SNORD83B	0	0	0	0
SNORD83A	0	0	0	0
SNORA48	21.74	74.74	21.37	21.62
SNORD105	0	0	0	0
SNORD41	0	0	0	0
MIR196A1	0	0	0	0
SNORA40	0	0	0	11.88
MIR190A	0	0	0	0
GPX3	29.52	3.8	4.76	0.82
DIO2	1.19	0.01	0.02	0.01
SELENOH	33.08	34.42	56.52	40.27
GNRHR2	12.06	15.58	10.97	13.15
DIO1	0.06	0.03	0.12	0.05
AKR7L	0.31	0.09	0.03	0.13
STK38L	6.24	7.5	4.92	9.89
SACM1L	26.62	19.47	25.71	30.56
TSN	138.41	42.97	63.72	55.52
MIR320D1	0	0	0	0
MIR320E	0	0	0	0
MIR454	1.1	0	0	0
MIR216B	0	0	0	0
MIR526A2	0	0	0	0
MIR501	0	0	0	0
MIR320B1	0	0	0	0
MIR3065	0	0	0	0
MIR670	0	0	0	0
MIR770	0	0	0	0
MIR760	0	0	0	0
MIR766	0	0	0	0
MIR759	0	0	0	0
MIR769	0	0	0	0
MIR765	0	0	0	0
MIR758	0	0	0	0
MIR767	0	0	0	0
SLC48A1	8.34	3.72	14.79	4.32
MIR802	0	0	0	0
MIR762	0	0	0	0
TARP	0.07	1.92	2.84	5.59
MIR676	0	0	0	0
MIR708	0	0	0	0
MIR509-2	0	0	0	0
MIR509-3	0	0	0	0
MIR548U	0	0	0	0
MIR550A3	0	0	0	0
MIR374B	0	0	0	0
MIR548BA	0	0	0	0
MIR543	0	0	0	0
MIR320C2	0	0	0	0
MIR764	0	0	0	0
MIR301B	0	0	0	0
TSSK1B	0	0	0.02	0
PRR22	0.06	0.2	0.06	0.14
TAS2R19	0.11	0.19	0.09	0.09
TAS2R50	0	0.17	0	0.02
TAS2R14	2.22	1.82	0.76	1.49
TAS2R13	0.02	0.03	0.05	0.05
SNORD67	0	0	0	0
SNORD66	0	0	0	0
SNORD91A	0	0	0	0
SNORD17	0.48	0.37	1.72	1.27
SNORD89	0	0	0	0
SNORD72	0	0	0	0
SNORD12	0	0	0	0
SNORD113-2	0	0	0	0
SNORA74B	0	0	0	0
SNORA53	0.67	1.84	0.53	2.99
SNORD90	0	0	0	0
SNORD69	0	0	0	0
SNORA12	0	0.73	0	0
SNORD19	0	0	0	0
SNORD86	0	0	0	0
SNORD70	0	0	0	0
SNORA26	0	0	0	0
SNORA3B	0	1.1	0	0
KRTAP16-1	0.01	0.08	0.01	0.24
KRTAP29-1	0	0.04	0	0.1
KRTAP9-6	0	0	0	0
LINC01089	0.46	2.12	1.62	1.35
CTAGE1	0	0	0	0
C17orf51	3.24	1.38	1.08	1.45
KRTAP4-11	0	0.02	0.02	0.18
KRTAP4-9	0	0	0	0
KRTAP2-3	0	0	0.1	0
KRTAP2-1	0	0	0	0
FAM127C	6.85	0.08	2.9	0.18
EWSAT1	5.05	0.03	1.42	0.06
OR2A42	1.03	0	0.15	0.43
RNF208	0.13	0.14	0.11	0.08
KRTAP3-3	0	0	0	0
KRTAP3-2	0	0	0	0
KRTAP3-1	0	0	0	0
MAP10	0.36	0.82	0.21	1.04
KRTAP12-4	0	0	0	0
KRTAP10-3	0	0	0	0
KRTAP6-3	0.06	0	0	0
LOC339803	5.04	2.57	1.88	5.65
POU5F1B	0.18	0.38	0.41	0.19
PTTG3P	0	0	0	0
ZNF580	3.15	4.68	4.35	4.44
ZNF611	3.19	6.61	2.42	6.13
KLK9	0	0	0	0
SYT3	0.03	0	0.06	0.01
NUP62	11.5	16.79	12.82	22.68
SPHAR	2.31	0.59	0	0
CGB8	0.06	0	0	0.02
DENND1B	4.92	13.75	6.97	12.8
C1orf220	0.07	1.05	0.1	2.21
SFT2D2	2.93	7.78	6.37	7.7
FGFR1OP	7.52	7.47	5.94	12.71
LPAL2	0.05	0.86	0.33	0.82
LOC729603	0.85	0.99	0.38	0.37
RPL31P11	0.06	0.65	0.36	1.12
FAM106A	0.57	0.45	0.22	0.47
SCAF8	27.47	40.21	14.75	42.89
CFAP45	0.15	0.47	0.29	0.49
ACKR1	0.05	0.1	0.11	0.08
ZNF254	9.1	8.07	2.31	10.93
TCTEX1D2	3.71	5.04	3.12	4.94
CRYGS	0.26	0.87	0.27	0.67
CRIP1	1.63	49.64	34.67	62.77
PHOSPHO2-KLHL23	1.12	0.78	1.2	1.29
LINGO4	0	0.29	0.04	0.4
FAM24B	0.09	2.72	1.52	2.61
TRIM59	0.42	4.79	1.92	5.72
MLLT11	3.14	1.74	4.38	2.57
ASIC3	0.33	0.49	0.56	0.11
GIMAP1	0.12	5.5	1.04	6.9
CFAP206	0.48	0.2	0.24	0.71
CCDC183	0.46	0.45	0.93	0.42
ARHGEF35	18.58	2.1	8.27	3.86
OR2F1	0.02	0	0	0
CSH2	0	0	0	0
DNLZ	0.45	1.95	1.6	2.7
TCL1B	0	0.25	0	1.12
SUPT4H1	46.25	41.42	41.7	45.53
TSGA13	0.14	0.58	0.35	0.26
NRAS	41.44	24.84	18.23	26.16
LTC4S	0	0.11	0.02	0.1
ANKRD39	3.38	2.81	3.94	3.31
QTRT1	4.48	4.95	6.44	4.71
CHUK	6.48	8.5	8.02	11.11
MXD3	0.37	0.8	0.38	0.84
GSTM2	12.35	11.34	22.8	3.89
LINC00671	0	0	0	0.05
COG8	19.56	14.94	15.2	15.24
ARHGAP19	1.04	16.84	12.09	28.45
HAUS7	6.36	7.89	5.74	7.73
LCAT	1.29	1.25	0.85	1.15
MAGEA12	0.13	0	13.48	0.2
PTPRCAP	0.43	54.35	9.64	68.37
HNRNPA1P33	0	0.04	0	0.06
PVRIG	0.21	3.57	1.28	5.43
KRTAP4-12	0	0	0	0.14
KRTAP2-4	0	0	0	0
GPC2	0.55	0.47	0.24	0.43
KRT222	0	0	0	0
SIPA1	5.64	81.83	17.58	79.46
ERV3-1	2.42	4.8	1.36	3.86
SYNJ2BP	13.52	3.41	5.1	3.98
ARL2	51.98	9	18.83	9.62
FIRRE	0.42	0.16	0.16	0.13
TTLL13P	0.04	0.19	0.11	0.11
GBP7	0.2	0.01	0.88	0.16
RBMXL1	26.2	8.98	13.76	10.46
SRA1	8.42	8.46	9.18	7.38
TMEM110	6.13	12.59	12.9	10.62
KRT8P41	0	0	0	0
DNAJC9	4.4	9.34	9.31	10.49
C8orf82	2.67	1.3	1.73	1.28
CPLX3	0.03	0.02	0.03	0.04
VDAC1	242.6	96.42	217.46	120.47
ZBTB9	4.48	2.73	3.96	3.09
TMX2	96.5	39.71	106.72	38.79
SLX1A-SULT1A3	4.23	3.56	4.56	3.37
HEXA	47.81	34.05	49.84	23.07
NDUFS3	118.5	48.76	88.5	52.94
LEPROT	48.17	8.7	22.22	11.09
LBH	30.68	121.35	31.8	170.06
ADAT3	0	0.01	0.01	0
PPP1CB	48.46	53.25	57.79	58.98
SULT1A4	0.74	4.67	1.93	2.82
GPSM3	13.37	143.42	32.58	127.56
LAT	0.81	33.85	12.67	33.24
NCKIPSD	6.51	3.09	7.28	3.32
ATF6B	45.26	113.12	66.21	89.36
TREX1	3.92	10.81	6.24	13.16
SEC14L1P1	0.3	0.75	0.57	0.69
S1PR3	0.93	0.12	0.14	0.28
SLC35F6	2.58	3.35	7.95	2.5
FAM209B	0.03	0.29	0.15	0.38
CLIC1	173.22	309.19	253.29	326.47
DDAH2	7.09	16.63	12.16	12.67
LOC100288910	503.66	1617.74	629.83	1540.06
ZNF337-AS1	2.08	1.97	1.81	3.33
CENPBD1P1	8.51	16.56	10.3	20.14
UGT2B11	0.01	0.07	0	0
ATP6V1G2	0.55	1.14	2.89	1.19
ZNF134	5.47	9.23	5.72	8.59
GTF2H4	11.71	11.68	14.74	12.11
DDX47	39.55	34.66	26.55	36.56
ZNF845	3.01	8.1	3.3	8.18
ZNF321P	0	1.65	1.9	5.63
KLRK1	0.63	37.59	58.11	24.72
CEACAM18	0	0	0	0
EMP2	7	0.51	3.93	0.64
KCTD11	1.91	2.42	1.69	3.46
C8orf44	5.51	5.88	3.99	4.98
UBD	0.5	11.39	94.98	5.33
PPM1N	0.35	1.56	0.68	1.28
CEACAM16	0	0	0	0
SLC23A3	0.21	0.78	0.48	0.28
LTB4R	0.58	2.5	1.21	1.66
LIPE-AS1	0.08	0.21	0.04	0.17
LTB4R2	0.21	0.76	0.55	1.06
DNASE1	0.64	1.74	1	1.97
MDP1	11.8	3.9	13.03	7.09
LEUTX	0	0	0	0
LOC400927-CSNK1E	21.8	21.05	25.3	21.3
CCL27	0	0	0	0
IRF9	8.09	16.45	27.63	15.77
GALT	7.68	12.9	9.59	11.55
HBE1	0.05	0	0.28	0
HBG1	0	0.07	0	0
CLDN9	0	0.01	0.03	0
ITGA1	21.69	4.57	4.1	13.48
LOC100130691	2.76	1.66	1.33	1.23
NUDT19	3.7	3.86	3.29	3.07
ZNF726	2.78	3.07	1.22	2.44
ZNF99	0	0	0	0
TAX1BP3	12.59	5.34	8.12	7.72
AP1G2	1.77	19.12	10.42	14.2
ZNF90	11.71	39	7.96	33.88
NAXD	17.6	8.31	4.66	8.24
TM6SF2	0.15	0	0	0
MEF2B	0.29	4.37	0.56	13.98
GANC	10.7	7.4	10.62	8.63
TTLL3	5.46	5.41	5.74	4.44
REPIN1	10.95	17.51	10.51	19.5
MRPL23	14.2	17.5	16.08	19.64
ZNF891	0.61	2.08	1.47	1.45
LOC100190940	0	0.03	0	0.02
IFNA7	0	0	0	0
LOC100128554	0	0.02	0.01	0.02
SMIM7	73.49	39.61	42.76	39.28
UCA1	0.36	0.42	0.4	0.46
FBXO16	7.76	0.46	1.95	0.91
TSPAN4	7.13	4.15	14.68	1.75
CPNE1	83.13	103.43	58.49	66.43
CYP4F30P	0.02	0.06	0.08	0.19
ARL16	10.97	4.33	6.84	4.52
SMCO1	0.03	0.03	0	0
LOC389033	0.17	0	0	0
WEE2	0.02	0	0	0.01
PAXIP1-AS2	7.96	5	3.29	4.56
MAGEB1	0	0.02	0	0.03
LYRM4	18.43	16.16	16.89	15.55
MYCBP	15.61	12.53	9.03	17.03
TMEM213	0.09	0.84	0.14	0.53
LOC220729	4.07	4.14	2.83	4.03
PRCD	0.18	0.3	0.1	0.34
LINC00887	0.68	1.91	0.37	2.05
LOC647323	0.15	0	0.13	0
ALG3	13.32	9.42	18.13	12.08
AMZ2P1	9.28	3	3.84	2.71
GCC2-AS1	0	0.11	0	0.04
ST7-OT4	0.32	0	0.14	0
ZNF788	1.1	1.05	1.95	1.16
SH3D21	6.65	0.73	19.25	0.61
LINC00998	80.19	21.63	31.65	22.5
TTC41P	0.56	0.23	0.15	0.16
C19orf38	0.38	4.96	3.06	3.88
C12orf74	0.04	1.55	0.2	1.03
IQCJ	0	0	0	0
C17orf67	0.21	0.7	0.11	0.72
CTAGE11P	0	0	0	0.03
FIS1	89.2	48.6	56.62	53.57
ANKRD36BP1	2.82	4.72	3.73	5.36
SNURF	18.24	24.78	37.02	51.83
ANG	7.35	1.89	11.77	2.63
SCART1	0.31	0.65	0.29	0.56
NPS	0	0	0	0
COLCA2	0.95	0.21	0.05	0.13
APTR	6.48	1.74	2.86	2.32
SPDYE3	5.05	7.64	2.92	7.16
MBLAC1	0.18	0.17	0.23	0.17
AZGP1P1	0.12	0.03	0.15	0.04
LOC283922	1.83	2.99	2.58	3.19
FOXI3	0	0	0	0
SOGA3	0.2	0.66	0.11	0.39
OR4F13P	0.07	0.12	0.04	0.13
VAC14-AS1	0.05	0.1	0.14	0.06
NEURL1B	0.62	0.06	0.11	0.07
EFCAB9	0.05	0	0	0
HAUS3	8.79	18.1	11.53	19.57
VSTM5	0.04	0.04	0	0.21
LINC00488	0.01	0	0.46	0.02
KANSL1-AS1	6.55	8.59	4.92	10.26
LCNL1	0.01	0	0.03	0.03
LOC152225	0.01	0.04	0.22	0
BBIP1	13.82	18.78	17.65	21.17
TRIM77	0	0	0	0
GNAT3	0	0	0	0
LOC101926911	0.5	0.28	0.17	0.24
AS3MT	3.48	0.89	5.83	0.8
CCDC103	0.13	0.04	0.15	0.02
PLIN5	0	0.03	0.03	0.02
SEC14L6	0.06	0.13	0.05	0.24
SPINK13	0	0	0	0
HIGD1C	0	0.18	0	0
NOTO	0	0	0	0
KRT42P	0.01	0.07	0.01	0
PPME1	17.11	5.6	37.56	7.6
KRTAP2-2	0	0	0	0
STARD10	2.94	3.25	12.96	3.32
MEG3	0.12	0.08	0.1	0.11
LRRC37A11P	0.16	0.07	0.05	0.04
NUTM2D	0.73	1.67	1.03	1.3
CPEB1	4.23	0.46	2.54	0.18
EML6	0.18	1.14	0.46	2.59
SLC6A10P	0.01	0	0	0
DEFB113	0	0	0	0
DEFB133	0	0	0	0
ZNF727	0	0.67	0	0.32
ZSWIM8	12.29	23.75	27.73	22.23
IQCF5	0	0	0	0
IQCF6	0	0	0	0
C10orf105	0	0.33	0.05	0.24
LOC388942	0.03	0	0	0.12
ARHGEF33	0.21	0.07	0.36	0.05
C12orf71	0.19	0.06	0	0.08
IFRD2	8.19	11.5	13.25	11.89
LOC105371730	0.02	0	0.07	0.05
CAPN14	0.26	1.09	0.2	0.97
ZBED1	4.69	8.72	3.34	9.36
CDIPT-AS1	0.25	0	0	0.09
TOMM6	209.87	194.7	258.1	198.46
HNRNPUL2	57.5	78.96	43.07	91.96
METTL12	0.8	1.32	0.14	0.95
SEPT7P2	9.37	10.93	5.66	9.96
MS4A18	0	0.04	0	0.02
POLR2J4	49.39	13.9	24.36	15.65
MS4A4E	2.42	0.29	1.29	0.12
OOSP1	0	0	0	0
LOC101927588	0.03	0.33	0.02	0.17
FER1L6	0.01	0	0	0.01
CDRT15L2	0	0.09	0	0.06
KRT16P3	0	0	0	0
MTCP1	13.1	4.73	5.03	3.34
LINC01347	21.57	26.54	18.54	20.97
RAD51AP2	0	0.01	0	0.03
LINC00612	0.06	0.01	0.01	0.03
APOC1P1	0	0.09	0.11	0.11
EVPLL	0	0	0	0
DCDC2C	0	0	0	0
SMTNL1	0.04	0.31	0.6	0.31
TRIM64C	0	0	0	0
LINC00243	0.1	2.03	0.29	0.58
LINC01588	0.56	4.88	3.08	5.61
LOC105377213	0	0	0	0
HLA-F-AS1	1.32	2.29	1.74	1.87
SPATA31D1	0	0.01	0	0
NPIPA8	26.23	28.63	38.59	16.6
ZSWIM7	22.62	14.24	6.16	15.12
GPR33	0	0.04	0	0.06
ARHGEF28	0.74	0.15	1.27	0.15
TBC1D26	0	0.22	0.03	0.01
LRRC69	0.41	1.19	0.61	0.66
ISPD	2.9	0.32	0.15	0.23
NPIPA7	0.05	0.11	1.54	0.12
GSG1L2	0	0	0	0
LOC107985075	0.04	0.37	0.02	0.62
ACSM4	0	0.04	0	0.16
C22orf29	0.74	2.8	1.91	2.96
COL28A1	1.92	2.15	0.88	1.86
PHB2	98.81	121.49	95.29	119.54
TCP11X2	0	0	0	0
CD27-AS1	0.75	0.3	0.66	0.36
NEURL4	2.21	2.71	1.68	3.2
GRID2IP	0.01	0.08	0.01	0.03
ALOX12-AS1	6.77	11.36	3.56	8.13
LOC153684	0.35	2.01	1.21	3.66
FAM74A1	0.36	0	0	0
CXorf49B	0	0	0	0
UBXN2B	15.81	9.99	11.12	11.18
CXorf49	0	0	0	0
LINC00588	0	0	0	0
CBWD6	0.39	2.09	0.51	1.26
C16orf90	0	0	0	0
LOC441666	0.3	1.08	0.1	0.09
LOC652276	2.26	3.29	2.17	1.91
LOC646652	0.01	0.03	0	0.05
LINC00269	0.02	0.03	0.02	0
NLRP2B	0	0.05	0.02	0.04
MUC5AC	0	0	0	0.01
MSMP	0.4	1.8	0.97	1.8
GOLGA6B	0.04	0	0.01	0.02
FAM166B	0.03	0.34	0.07	0.17
LINC00680	5.04	2.19	3.3	3.41
PEX26	2.32	8.64	6.57	7.74
LOC285696	0.46	0.34	0.94	0.23
GRXCR1	0	0	0	0
C5orf49	0.02	0	0	0
UBE2QL1	0.02	0.15	0.11	0.13
LINC01020	0	0	0	0.06
LOC101927905	0.03	0.3	0	0.14
LOC399715	0.11	0.06	0.12	0.06
LOC100506688	1.33	0.1	0.05	0.09
FASTKD5	5.8	7.47	8.45	7.94
GOLGA8B	1.66	5.02	4.55	4.44
DHRS4-AS1	8.63	8.46	11.75	10.77
KCNU1	0.01	0	0.01	0
GAGE12G	0	0	0	0
HOMEZ	3.05	3.18	2.83	3.7
GAGE10	0	0	0	0
RNF212B	0.69	0.21	0.5	0.34
DDX3X	101.56	209.13	123.64	122.68
VPS16	9.59	12.64	12.29	11.37
ZNF705D	0	0	0	0
ZNF705B	0	0	0	0.02
TMED11P	0	0	0	0.22
ZNF705G	0	0	0	0.01
FAM66B	0.3	0.46	1.67	2.35
MYL5	1.88	5.6	2.46	11.41
DEFT1P	0	0	0	0
MIR99AHG	2.19	0.13	0.6	0
SCRT2	0	0	0	0
LL22NC01-81G9.3	0	0	0	0
MIR17	0.28	0.91	0.17	1
ZNF407	2.45	4.09	2.93	3.93
MCM3AP-AS1	1.88	2.19	1.06	2.9
NPEPL1	5.83	2.23	4.33	1.7
KRTAP10-4	0	0	0	0
KRTAP10-1	0	0	0	0
AATBC	0.35	0.11	0.18	0.02
RPL17-C18orf32	1082.17	2362.66	1110.71	2239.04
SKOR2	0	0	0	0
SIAH3	0	0.05	0.02	0.07
LINC00548	0	0	0	0.06
FAM230B	0	0	0	0
LOC644669	0	0.06	0	0.03
EFCAB8	0	0.13	0.02	0.14
LINC00189	5.18	0	0.72	0.15
DEFB116	0	0	0	0
DEFB115	0	0	0	0
ANKRD20A11P	0.29	0.77	0.26	0.31
TTTY5	0	0	0	0
GAB4	0	0	0.01	0.06
BCORP1	0.03	0	0.65	0.6
C20orf202	0.01	0.02	0.04	0.06
HMX1	0	0	0	0
GCGR	0	0	0	0
RSC1A1	16.38	10.09	7.96	9.86
CELA2B	0.3	0.55	0.09	0.97
TMEM242	17.88	9.84	5.63	8.03
TMEM167B	22.07	43.61	30.82	43.26
LOC146880	0.69	3.67	2.39	3.03
FAM72D	3.37	2.84	2.29	6.5
TNFRSF25	0.48	5.78	2.56	6.42
SLC35E2	0.9	2.49	0.82	1.88
LINC01139	0	0	0.01	0
FMO9P	0	0	0	0
LOC440700	0.1	0	0.12	0.02
TSTD1	3.76	34.9	6.85	27.48
RPTN	0.01	0	0	0
LINC01356	2.65	0.54	0.54	0.64
LOC100129138	0	0.02	0.04	0
LOC105370369	0	0	0	0
CYB5RL	3.68	1.91	2.53	1.77
LACTBL1	0	0	0	0
C1orf167	0	0	0	0.01
TTC34	0.01	0.06	0.02	0.01
MMP23A	0	0	0	0
ATAD3C	1.17	0.71	0.34	0.38
MIR942	0	0	0	0
MIR190B	0	0	0	0
MIR873	0	0	0	0
MIR892A	0	0	0	0
MIR941-1	0	0	0	0
MIR921	0	0	0	0
MIR300	0	0	0	0
MIR297	0	0	0	0
MIR876	0	0	0	0
MIR933	0	0	0	0
MIR208B	0	0	0	0
MIR450B	0	0	0	0
MIR888	0	0	0	0
MIR874	0	0	0	0
MIR298	0	0	0	0
MIR938	0	0	0	0
MIR891A	0	0	0	0
MIR944	0	0	0	0
MIR934	0	0	0	0
MIR891B	0	0	0	0
MIR875	0	0	0	0
MIR890	0	0	0	0
MIR887	0	0	0	0
MIR892B	0	0	0	0
MIR889	0	0	0	0
MIR877	0	0	0	0
MIR885	0	0	0	0
MIR941-2	0	0	0	0
MIR513C	0	0	0	0
MIR541	0	0	0	0
MIR8485	0	0	0	0
MIR920	0	0	0	0
MIR941-4	0	0	0	0
KRT19P2	0	0	0	0
IFI30	15.55	170.27	281.69	118.1
IGSF23	0	0	0.02	0
LOC105378052	0.02	0	0	0
GAGE12E	0	0	0	0
LOC730101	11.67	0.61	2.11	2.25
LY86-AS1	0.01	1.88	0.09	1.94
LOC100506302	6.92	7.64	5.33	5.66
LOC285095	0	0	0	0
CCDC7	0.51	2.36	0.88	1.74
FNIP1	9.32	7	4.54	6.27
SP9	0.01	0	0	0
SYCE3	0.45	0.15	0.4	0.06
CKLF	24.42	44.07	43.48	49.65
LOC107985899	0.02	0.08	0.05	0
LOC100288175	2.83	2.85	1.93	1.13
PAM16	2.46	2.9	4.15	2.4
KIRREL3-AS3	0	0	0	0
TENM3	4.22	0.11	0.02	0.02
LL22NC03-75H12.2	0	0.02	0	0
RAET1K	0.13	0.44	0.11	0.6
PP14571	0.02	0	0	0
LINC00339	40.95	17.87	23.08	15.61
CEBPZOS	32.66	23.37	18.32	24.64
TDRD15	0	0.02	0.01	0.02
PAPOLB	0.02	0	0	0
FAM138C	0	0.03	0	0
ZNF579	0.33	0.21	0.46	0.11
CELA3B	0	0	0	0
RNASEK	47.15	105.65	74.09	117.1
FAM19A5	0.05	0.03	0	0.01
LOC101928254	0.04	0.01	0.03	0
RPL23P8	0	0.01	0	0.02
NBPF1	34.79	9.72	9.98	10.02
UMAD1	15.94	10.61	9.12	11.58
PPP1R3G	0.17	0.03	0.02	0.02
FAM228B	9.87	17.14	11.22	15.24
LOC101928464	2.45	12.72	3.54	13.9
LOC102723968	0	0	0	0
LINGO3	0	0.19	0	0.19
FLJ35934	0.3	0.05	0.26	0.01
ZGLP1	0.15	0.19	0.31	0.45
VAMP2	30.18	81.61	39.48	63.67
HTR5A-AS1	0.03	0	0	0
RPL21P28	0.07	0.27	0.24	0.4
