MADD	ENSG00000110514
FAM213A	ENSG00000122378
FAM35A	ENSG00000122376
OPN4	ENSG00000122375
NME1	ENSG00000239672
HRAS	ENSG00000174775
WDR49	ENSG00000174776
PARD3B	ENSG00000116117
MAN1C1	ENSG00000117643
MTFR1L	ENSG00000117640
FAM105A	ENSG00000145569
MIR4732	ENSG00000264066
MIR4316	ENSG00000264060
MIR3687-2	ENSG00000264063
MIR3943	ENSG00000264069
FUT8	ENSG00000033170
UBA6	ENSG00000033178
LARP4B	ENSG00000107929
FBXO31	ENSG00000103264
STUB1	ENSG00000103266
MIR6733	ENSG00000117395
SLC2A1	ENSG00000117394
CDC20	ENSG00000117399
LOC101928659	ENSG00000270006
RHBDL1	ENSG00000103269
NCAPG2	ENSG00000146918
SLC6A1-AS1	ENSG00000232287
GNG12-AS1	ENSG00000232284
CNPY1	ENSG00000146910
CTDNEP1	ENSG00000175826
CTNNA1	ENSG00000044115
CCDC168	ENSG00000175820
PITPNM2	ENSG00000090975
SIAE	ENSG00000110013
DNAJC4	ENSG00000110011
CPED1	ENSG00000106034
LYG1	ENSG00000144214
IAH1	ENSG00000134330
LDHA	ENSG00000134333
RGS5	ENSG00000143248
AFF3	ENSG00000144218
SAA2	ENSG00000134339
STARD5	ENSG00000172345
MIR7-3HG	ENSG00000176840
IRX5	ENSG00000176842
METRNL	ENSG00000176845
LINC01252	ENSG00000247157
RHOBTB1	ENSG00000072422
LINC01364	ENSG00000227290
MIR548W	ENSG00000265005
MIR4327	ENSG00000265007
LOC105371592	ENSG00000262050
LOC101927877	ENSG00000265000
MIR4780	ENSG00000265003
RNU2-1	ENSG00000274585
SNORA16A	ENSG00000274582
FAM74A4	ENSG00000274583
DGKK	ENSG00000274588
ARHGEF7	ENSG00000102606
FGFRL1	ENSG00000127418
LNX2	ENSG00000139517
PDX1	ENSG00000139515
SLC7A1	ENSG00000139514
BAX	ENSG00000087088
SRRT	ENSG00000087087
FTL	ENSG00000087086
ACHE	ENSG00000087085
OGDH	ENSG00000105953
NPVF	ENSG00000105954
MIR548E	ENSG00000221214
LINC00381	ENSG00000226240
GLYAT	ENSG00000149124
PCED1A	ENSG00000132635
ZNF32-AS1	ENSG00000226245
SNAP25	ENSG00000132639
LOC105378044	ENSG00000226249
EXOC3	ENSG00000180104
CWH43	ENSG00000109182
GABRD	ENSG00000187730
OCIAD1	ENSG00000109180
NHEJ1	ENSG00000187736
TCEA1	ENSG00000187735
ACSS3	ENSG00000111058
USP46	ENSG00000109189
KPTN	ENSG00000118162
SLC8A2	ENSG00000118160
SMURF2	ENSG00000108854
MPP2	ENSG00000108852
PUSL1	ENSG00000169972
LOC105378470	ENSG00000229775
PDCL3	ENSG00000115539
LOC105372179	ENSG00000264845
NUTM2D	ENSG00000214562
ETFB	ENSG00000105379
CLN3	ENSG00000261832
NKG7	ENSG00000105374
ICAM5	ENSG00000105376
LIM2	ENSG00000105370
ICAM4	ENSG00000105371
RPS19	ENSG00000105372
INPP4B	ENSG00000109452
FRMD6-AS2	ENSG00000258537
GLTSCR1L	ENSG00000112624
CCDC47	ENSG00000108588
CPD	ENSG00000108582
GOSR1	ENSG00000108587
LOC105374516	ENSG00000250092
LMCD1-AS1	ENSG00000227110
LINC01630	ENSG00000227115
NREP-AS1	ENSG00000250095
LOC101927151	ENSG00000267575
NAP1L2	ENSG00000186462
GNG2	ENSG00000186469
RPS23	ENSG00000186468
GM2A	ENSG00000196743
HIST1H2AI	ENSG00000196747
CLPSL2	ENSG00000196748
DMRTC1B	ENSG00000184911
JAG2	ENSG00000184916
TCP10L	ENSG00000242220
PSG2	ENSG00000242221
AP4S1	ENSG00000100478
POLE2	ENSG00000100479
SRSF3	ENSG00000112081
LOC100506999	ENSG00000258390
COCH	ENSG00000100473
NPHP3	ENSG00000113971
SFMBT2	ENSG00000198879
ZSWIM7	ENSG00000214941
CHD5	ENSG00000116254
NT5C2	ENSG00000076685
RPL22	ENSG00000116251
TSPAN10	ENSG00000182612
OR2V2	ENSG00000182613
TYW1	ENSG00000198874
C19orf84	ENSG00000262874
ACTL6B	ENSG00000077080
APCDD1	ENSG00000154856
TMPRSS11D	ENSG00000153802
SLC46A1	ENSG00000076351
APOBEC3H	ENSG00000100298
PLXNA2	ENSG00000076356
PSD	ENSG00000059915
MCAT	ENSG00000100294
THOC5	ENSG00000100296
DMPK	ENSG00000104936
BIK	ENSG00000100290
MIR21	ENSG00000062716
HMOX1	ENSG00000100292
LOC105377390	ENSG00000228358
CELSR3-AS1	ENSG00000228350
LY6G6D	ENSG00000244355
ARMC7	ENSG00000125449
CYYR1	ENSG00000166265
MRPS7	ENSG00000125445
GGA3	ENSG00000125447
ADCY8	ENSG00000155897
GNMT	ENSG00000124713
PXYLP1	ENSG00000155893
JMY	ENSG00000152409
FAM83H	ENSG00000180921
GPR62	ENSG00000180929
GAS2L1	ENSG00000185340
PARK2	ENSG00000185345
ATP6V0A2	ENSG00000185344
C14orf80	ENSG00000185347
KCNJ15	ENSG00000157551
NACC1	ENSG00000160877
LRRC72	ENSG00000205858
RFPL3S	ENSG00000205853
C22orf42	ENSG00000205856
NANOGNB	ENSG00000205857
MIR5689HG	ENSG00000229401
LINC00858	ENSG00000229404
KCNE4	ENSG00000152049
CHUK	ENSG00000213341
MXD3	ENSG00000213347
TMEM25	ENSG00000149582
CRYAB	ENSG00000109846
YIPF1	ENSG00000058799
DESI2	ENSG00000121644
AATK-AS1	ENSG00000225180
LOC100507389	ENSG00000243818
ZNF639	ENSG00000121864
RFPL4B	ENSG00000251258
LEFTY2	ENSG00000143768
LOC440600	ENSG00000227963
LINC01429	ENSG00000227964
MIR3620	ENSG00000143761
MEI1	ENSG00000167077
TEF	ENSG00000167074
GNB1L	ENSG00000185838
CECR5-AS1	ENSG00000185837
LOC100506159	ENSG00000225231
INTS6L-AS1	ENSG00000225235
WDR83	ENSG00000123154
GIPC1	ENSG00000123159
LMBRD1	ENSG00000168216
RBPJ	ENSG00000168214
SDC3	ENSG00000162512
LAPTM5	ENSG00000162511
MATN1	ENSG00000162510
PEF1	ENSG00000162517
GNAT1	ENSG00000114349
ECT2	ENSG00000114346
LOC105372482	ENSG00000268516
ASL	ENSG00000126522
SBDS	ENSG00000126524
TRPC5OS	ENSG00000204025
LIPJ	ENSG00000204022
LIPN	ENSG00000204020
LIPK	ENSG00000204021
OR1L3	ENSG00000171481
TSTD3	ENSG00000228439
LOC105378663	ENSG00000228436
WDR19	ENSG00000157796
TAS2R46	ENSG00000226761
SRRM5	ENSG00000226763
SNORD35A	ENSG00000200259
SH3RF1	ENSG00000154447
TMEM99	ENSG00000167920
GHDC	ENSG00000167925
C11orf96	ENSG00000187479
NRXN1	ENSG00000179915
ITLN1	ENSG00000179914
B3GNT3	ENSG00000179913
R3HDM2	ENSG00000179912
HIST1H1T	ENSG00000187475
FPR3	ENSG00000187474
OR10A7	ENSG00000179919
SEPHS2	ENSG00000179918
AKAP8L	ENSG00000011243
RAB28	ENSG00000157869
IGSF9B	ENSG00000080854
AKR1E2	ENSG00000165568
CSTA	ENSG00000121552
SNRPB2	ENSG00000125870
LRRN4	ENSG00000125872
TBC1D20	ENSG00000125875
ITPA	ENSG00000125877
OTOR	ENSG00000125879
TCF15	ENSG00000125878
SNORD37	ENSG00000206775
MIR30A	ENSG00000207827
MIR596	ENSG00000207826
MIR519B	ENSG00000207825
MIR640	ENSG00000207821
MIR545	ENSG00000207820
LOC728975	ENSG00000254614
LOC101929450	ENSG00000253490
C2orf91	ENSG00000205086
FAM71F2	ENSG00000205085
TMEM231	ENSG00000205084
SLC25A13	ENSG00000004864
MIR6132	ENSG00000004866
CCNI2	ENSG00000205089
DEPTOR	ENSG00000155792
CBR3	ENSG00000159231
FAM168A	ENSG00000054965
LETMD1	ENSG00000050426
C2orf81	ENSG00000159239
RPL36	ENSG00000130255
CIAPIN1	ENSG00000005194
GYPA	ENSG00000170180
PLCE1-AS2	ENSG00000232913
USP38	ENSG00000170185
MIR30E	ENSG00000198974
MIRLET7A2	ENSG00000198975
MIR429	ENSG00000198976
ANKUB1	ENSG00000206199
MIRLET7E	ENSG00000198972
MIR375	ENSG00000198973
DUXAP8	ENSG00000206195
IFNB1	ENSG00000171855
ATP10A	ENSG00000206190
TRAPPC12	ENSG00000171853
WRAP53	ENSG00000141499
CD14	ENSG00000170458
KRT75	ENSG00000170454
DENND5B	ENSG00000170456
LRRC29	ENSG00000125122
PCDHB4	ENSG00000081818
CSRNP3	ENSG00000178662
DGCR6L	ENSG00000128185
MYO1C	ENSG00000197879
RAB17	ENSG00000124839
LRRFIP1	ENSG00000124831
LOC93463	ENSG00000124835
CYP2B7P	ENSG00000256612
FRYL	ENSG00000075539
MTRNR2L1	ENSG00000256618
KCTD21-AS1	ENSG00000246174
ARHGAP35	ENSG00000160007
C22orf29	ENSG00000215012
COL28A1	ENSG00000215018
ATXN2	ENSG00000204842
DCTN1	ENSG00000204843
SPATA31A1	ENSG00000204849
FAM118A	ENSG00000100376
MIR4438	ENSG00000265734
FAM21A	ENSG00000099290
TEX26	ENSG00000175664
ESCO2	ENSG00000171320
TOM1L2	ENSG00000175662
EMBP1	ENSG00000231752
PRRG4	ENSG00000135378
EHF	ENSG00000135373
NAT10	ENSG00000135372
C10orf67	ENSG00000179133
CHMP7	ENSG00000147457
SAMD4B	ENSG00000179134
ELF5	ENSG00000135374
LOC101929570	ENSG00000237750
LINC01143	ENSG00000237751
CAMK2D	ENSG00000145349
TBCK	ENSG00000145348
MIR1199	ENSG00000141854
RRM2B	ENSG00000048392
SAMD1	ENSG00000141858
PDCD6	ENSG00000249915
LINC00536	ENSG00000249917
BLK	ENSG00000136573
LOC105371049	ENSG00000259933
LINC00893	ENSG00000241769
MYO3A	ENSG00000095777
PPP4R3B	ENSG00000275052
EPC2	ENSG00000135999
UFD1L	ENSG00000070010
LOC101927795	ENSG00000230408
LRP6	ENSG00000070018
GUCY2C	ENSG00000070019
LOC105374293	ENSG00000230401
LOC105372566	ENSG00000230400
HIST1H3H	ENSG00000278828
ANKH	ENSG00000154122
RAN	ENSG00000132341
SULT6B1	ENSG00000138068
RAB1A	ENSG00000138069
FAM13C	ENSG00000148541
AK2	ENSG00000004455
VBP1	ENSG00000155959
TMEM201	ENSG00000188807
TMCO2	ENSG00000188800
SHISA6	ENSG00000188803
C1QB	ENSG00000173369
LOC105372626	ENSG00000233277
GPX1	ENSG00000233276
BCOR	ENSG00000183337
KIAA0319	ENSG00000137261
TUBB2A	ENSG00000137267
SLC22A23	ENSG00000137266
IRF4	ENSG00000137265
PLEKHA3	ENSG00000116095
LRRC1	ENSG00000137269
SPR	ENSG00000116096
SLC22A13	ENSG00000172940
PHF8	ENSG00000172943
LINC00664	ENSG00000268658
LOC101059948	ENSG00000268655
MIMT1	ENSG00000268654
CTAG1A	ENSG00000268651
LOC102725254	ENSG00000268650
ALOX5AP	ENSG00000132965
CCDC63	ENSG00000173093
POMP	ENSG00000132963
SEPHS1	ENSG00000086475
AKAP11	ENSG00000023516
RN7SL2	ENSG00000274012
OPA1-AS1	ENSG00000224855
NFKBIA	ENSG00000100906
PSMA6	ENSG00000100902
EMC9	ENSG00000100908
EXOSC6	ENSG00000223496
BAALC-AS2	ENSG00000236939
MKL2	ENSG00000186260
ARVCF	ENSG00000099889
DDHD2	ENSG00000085788
LOC93622	ENSG00000170846
CAMKK2	ENSG00000110931
BIN2	ENSG00000110934
PSG6	ENSG00000170848
KIF13B	ENSG00000197892
NRAP	ENSG00000197893
SLC22A12	ENSG00000197891
ADH5	ENSG00000197894
SIDT2	ENSG00000149577
ACADM	ENSG00000117054
MGST2	ENSG00000085871
OR5AU1	ENSG00000169327
OR4F16	ENSG00000273547
SNORA44	ENSG00000273544
HIST1H4K	ENSG00000273542
AGBL1	ENSG00000273540
LOC102723786	ENSG00000261260
ZNF367	ENSG00000165244
LOC102724360	ENSG00000269019
EXD2	ENSG00000081177
KC6	ENSG00000267313
ATP12A	ENSG00000075673
MIR23C	ENSG00000264566
SLC28A1	ENSG00000156222
MIR4633	ENSG00000264563
GPA33	ENSG00000143167
STARD3NL	ENSG00000010270
DCAF6	ENSG00000143164
CREG1	ENSG00000143162
CCDC150	ENSG00000144395
MIR8054	ENSG00000275868
LOC102723655	ENSG00000275869
ARHGEF9	ENSG00000131089
BOLA3-AS1	ENSG00000225439
RAB11A	ENSG00000103769
LOC101928233	ENSG00000225431
LINC01504	ENSG00000225434
PACRG-AS2	ENSG00000225437
BTN2A3P	ENSG00000124549
PMFBP1	ENSG00000118557
LOC101929460	ENSG00000229720
LOC100506274	ENSG00000229727
MIR548H1	ENSG00000221537
FOLR3	ENSG00000110203
MIR1184-1	ENSG00000221533
SNORD99	ENSG00000221539
NUP35	ENSG00000163002
SPANXN4	ENSG00000189326
C6orf222	ENSG00000189325
CFAP36	ENSG00000163001
CCDC138	ENSG00000163006
FAM180A	ENSG00000189320
EDEM1	ENSG00000134109
ARL8B	ENSG00000134108
ARIH1	ENSG00000166233
SLC9C2	ENSG00000162753
KLHDC9	ENSG00000162755
C19orf54	ENSG00000188493
C1orf74	ENSG00000162757
EXOC4	ENSG00000131558
SNORD4A	ENSG00000238578
EDN1	ENSG00000078401
MLLT10	ENSG00000078403
LTBR	ENSG00000111321
FOXD4L1	ENSG00000184492
TMEM255B	ENSG00000184497
DYNLRB2	ENSG00000168589
KCNAB2	ENSG00000069424
LOC101927257	ENSG00000232564
CRYGA	ENSG00000168582
MIR4283-2	ENSG00000265214
MIR4269	ENSG00000265215
CORO7	ENSG00000262246
MIR3684	ENSG00000265213
NOTCH3	ENSG00000074181
AP4B1-AS1	ENSG00000226167
HSD17B12	ENSG00000149084
MIR1295A	ENSG00000221390
MIR1302-6	ENSG00000221393
MIR1229	ENSG00000221394
APIP	ENSG00000149089
TANC1	ENSG00000115183
LY86-AS1	ENSG00000216863
MIR5701-1	ENSG00000266545
PROX2	ENSG00000119608
B3GLCT	ENSG00000187676
ERC2	ENSG00000187672
SPRY4	ENSG00000187678
OR4K2	ENSG00000165762
LOC101927210	ENSG00000266893
RASSF2	ENSG00000101265
FRMD1	ENSG00000153303
PAK2	ENSG00000180370
CCDC66	ENSG00000180376
ZNF749	ENSG00000186230
KLHL32	ENSG00000186231
TMEM265	ENSG00000281991
LOC151174	ENSG00000186235
NKAIN4	ENSG00000101198
ARFGAP1	ENSG00000101199
TCFL5	ENSG00000101190
DIDO1	ENSG00000101191
GID8	ENSG00000101193
SLC17A9	ENSG00000101194
BIRC7	ENSG00000101197
LOC105369891	ENSG00000257725
LOC100506142	ENSG00000250116
CNPY2	ENSG00000257727
LOC101928225	ENSG00000257726
TESK2	ENSG00000070759
MIR7705	ENSG00000070756
GGCT	ENSG00000006625
AIFM3	ENSG00000183773
FOXL2	ENSG00000183770
KCTD16	ENSG00000183775
B3GALT5	ENSG00000183778
ZNF703	ENSG00000183779
MMS19	ENSG00000155229
PDSS2	ENSG00000164494
NFYA	ENSG00000001167
CFL1P1	ENSG00000223820
LINC01342	ENSG00000223823
ZNF263	ENSG00000006194
CUX1	ENSG00000257923
OR4A15	ENSG00000181958
FAM160A1	ENSG00000164142
ARFIP1	ENSG00000164144
ANKRD49	ENSG00000168876
ATOH8	ENSG00000168874
SOX14	ENSG00000168875
DDX19A	ENSG00000168872
PDGFA	ENSG00000197461
COL13A1	ENSG00000197467
GYPE	ENSG00000197465
FDXR	ENSG00000161513
DND1	ENSG00000256453
LOC106699570	ENSG00000246777
LOC101928823	ENSG00000254968
LIG1	ENSG00000105486
KIRREL3-AS2	ENSG00000254960
TAS2R30	ENSG00000256188
ATP8	ENSG00000228253
CDC5L	ENSG00000096401
RAET1L	ENSG00000155918
MIR450B	ENSG00000216001
MIR888	ENSG00000216005
MIR874	ENSG00000216009
MIR5004	ENSG00000197283
CAPN3	ENSG00000092529
LOC101928161	ENSG00000226953
DANCR	ENSG00000226950
ETFA	ENSG00000140374
DOCK8	ENSG00000107099
PAWR	ENSG00000177425
TFR2	ENSG00000106327
MIEF2	ENSG00000177427
TGIF1	ENSG00000177426
UNC5B-AS1	ENSG00000237512
SHISA9	ENSG00000237515
FSCN3	ENSG00000106328
DGCR5	ENSG00000237517
PACSIN1	ENSG00000124507
MIR6843	ENSG00000120885
MIR6509	ENSG00000277138
BTN2A2	ENSG00000124508
HNRNPH1	ENSG00000169045
IRS1	ENSG00000169047
PMCHL2	ENSG00000169040
PPIL3	ENSG00000240344
LNX1-AS1	ENSG00000250930
TAS2R43	ENSG00000255374
PRR23D2	ENSG00000255378
ANGPT2	ENSG00000091879
OMD	ENSG00000127083
IPPK	ENSG00000127080
ZNF484	ENSG00000127081
MIR519C	ENSG00000207788
MIR26A2	ENSG00000207789
TMEM246-AS1	ENSG00000225376
MIR542	ENSG00000207784
MIR500A	ENSG00000207785
MIR150	ENSG00000207782
MIR648	ENSG00000207780
MIR625	ENSG00000207781
ZNF534	ENSG00000198633
PCDHGC5	ENSG00000240764
DPCD	ENSG00000166171
BAG5	ENSG00000166170
LARP6	ENSG00000166173
IL12A-AS1	ENSG00000244040
LINC01011	ENSG00000244041
LOC102724159	ENSG00000275464
LOC158434	ENSG00000275465
SNORD115-32	ENSG00000200949
NRCAM	ENSG00000091129
LAMB4	ENSG00000091128
PUS7	ENSG00000091127
LOC286178	ENSG00000254139
LINC01235	ENSG00000270547
HLA-DMA	ENSG00000204257
BRD2	ENSG00000204256
CTB-7E3.1	ENSG00000254130
HLA-DOA	ENSG00000204252
RNY1	ENSG00000201098
MCM8-AS1	ENSG00000278719
TIMP2	ENSG00000035862
SNORD116-20	ENSG00000278715
SAMD10	ENSG00000130590
MIR7847	ENSG00000130592
TNNT3	ENSG00000130595
TNNI2	ENSG00000130598
PLGRKT	ENSG00000107020
IQCB1	ENSG00000173226
FGF13	ENSG00000129682
MAP7D3	ENSG00000129680
DEFT1P2	ENSG00000232039
PHLDA3	ENSG00000174307
ZHX3	ENSG00000174306
CXADR	ENSG00000154639
NXNL2	ENSG00000130045
KCNMB1	ENSG00000145936
TENM2	ENSG00000145934
LINC01298	ENSG00000253351
C4orf47	ENSG00000205129
ZFYVE26	ENSG00000072121
ACCSL	ENSG00000205126
CDC14B	ENSG00000081377
TMEM26	ENSG00000196932
CDH17	ENSG00000079112
CETP	ENSG00000087237
TOPORS-AS1	ENSG00000235453
SRGAP1	ENSG00000196935
FCGR2B	ENSG00000072694
LPIN1	ENSG00000134324
WDR26	ENSG00000162923
CNIH2	ENSG00000174871
AMY1B	ENSG00000174876
DALRD3	ENSG00000178149
ZNF607	ENSG00000198182
ZCCHC11	ENSG00000134744
PRPF38A	ENSG00000134748
SDF2L1	ENSG00000128228
MAP1B	ENSG00000131711
ZNF185	ENSG00000147394
SYNE3	ENSG00000176438
CLEC14A	ENSG00000176435
OR5H6	ENSG00000230301
LINC00870	ENSG00000243083
ZGPAT	ENSG00000273154
LOC101929470	ENSG00000248964
LOC102723924	ENSG00000235358
ARHGEF7-AS2	ENSG00000235875
HOXA9	ENSG00000078399
CELF2	ENSG00000048740
FAM83E	ENSG00000105523
SNORD113-7	ENSG00000200632
ZMIZ1	ENSG00000108175
DNAJC12	ENSG00000108176
PPIF	ENSG00000108179
LOC101929653	ENSG00000237654
C2orf74	ENSG00000237651
DEF6	ENSG00000023892
TRIB2	ENSG00000071575
SPINK5	ENSG00000133710
MTDH	ENSG00000147649
SYBU	ENSG00000147642
LOC105374729	ENSG00000251518
C19orf35	ENSG00000188305
DPYS	ENSG00000147647
ATF2	ENSG00000115966
RND3	ENSG00000115963
CMTM1	ENSG00000089505
PHLDA2	ENSG00000181649
SRD5A3-AS1	ENSG00000249700
ZNF564	ENSG00000249709
GATC	ENSG00000257218
MIR4258	ENSG00000264349
SNURF	ENSG00000214265
NAB1	ENSG00000138386
MIR4417	ENSG00000264341
CARF	ENSG00000138380
NOTCH2NL	ENSG00000264343
METTL5	ENSG00000138382
MIR3150A	ENSG00000275241
CNNM3	ENSG00000168763
EPCAM	ENSG00000119888
SF3B3	ENSG00000189091
SEC14L2	ENSG00000100003
LRRN3	ENSG00000173114
HSPA6	ENSG00000173110
TRMT112	ENSG00000173113
CNTNAP2	ENSG00000174469
BMS1P22	ENSG00000232775
FLJ22447	ENSG00000232774
ZCCHC12	ENSG00000174460
MFN2	ENSG00000116688
CREB3L3	ENSG00000060566
KIAA2013	ENSG00000116685
MIR3121	ENSG00000265435
MIR4308	ENSG00000265432
MIR4447	ENSG00000265433
ARHGAP28	ENSG00000088756
LINC00330	ENSG00000235097
ID2-AS1	ENSG00000235092
ANKRD65	ENSG00000235098
NUP210L	ENSG00000143552
SNAPIN	ENSG00000143553
FBXO17	ENSG00000269190
S100A7	ENSG00000143556
SLC27A3	ENSG00000143554
GAGE12E	ENSG00000216649
ASH1L	ENSG00000116539
ETNK1	ENSG00000139163
ETFBKMT	ENSG00000139160
CDRT15	ENSG00000223510
ZCRB1	ENSG00000139168
NSUN4	ENSG00000117481
FAAH	ENSG00000117480
RANBP1	ENSG00000099901
ZDHHC8	ENSG00000099904
ZNF579	ENSG00000218891
FAM188B	ENSG00000106125
LINC01613	ENSG00000261432
UBE2L6	ENSG00000156587
HDAC5	ENSG00000108840
DKFZP434H168	ENSG00000261439
GHRHR	ENSG00000106128
LINC00528	ENSG00000269220
UBP1	ENSG00000153560
RMND5A	ENSG00000153561
HRNR	ENSG00000197915
SPG7	ENSG00000197912
CCL23	ENSG00000274736
IFNA1	ENSG00000197919
MISP	ENSG00000099812
MRPL1	ENSG00000169288
SH3GL3	ENSG00000140600
KCNAB1	ENSG00000169282
WWTR1	ENSG00000018408
LINC00184	ENSG00000224939
LOC101928000	ENSG00000234327
LINC01505	ENSG00000234323
LXN	ENSG00000079257
MMEL1	ENSG00000142606
CFAP74	ENSG00000142609
ALB	ENSG00000163631
SYNPR	ENSG00000163630
GDNF	ENSG00000168621
AP3D1	ENSG00000065000
ATXN7	ENSG00000163635
THOC7	ENSG00000163634
PRICKLE2	ENSG00000163637
PSMD6	ENSG00000163636
ADAMTS9	ENSG00000163638
FAM218A	ENSG00000250486
ILF3-AS1	ENSG00000267100
ZNF561-AS1	ENSG00000267106
PCAT19	ENSG00000267107
TBC1D3P1-DHX40P1	ENSG00000267104
EIF2AK2	ENSG00000055332
ANKRD13C	ENSG00000118454
FAM161B	ENSG00000156050
GNAQ	ENSG00000156052
RAB3A	ENSG00000105649
PIK3R2	ENSG00000105647
RPL18A	ENSG00000105640
SLC5A5	ENSG00000105641
KCNN1	ENSG00000105642
ARRDC2	ENSG00000105643
TYMP	ENSG00000025708
MTOR-AS1	ENSG00000225602
ECEL1P2	ENSG00000244280
RPL41	ENSG00000229117
MED4-AS1	ENSG00000229111
IFIT5	ENSG00000152778
SLC16A12	ENSG00000152779
ZFP1	ENSG00000184517
BEX5	ENSG00000184515
C3orf58	ENSG00000181744
RPS4Y2	ENSG00000280969
MIR3653	ENSG00000280968
MIR8058	ENSG00000277387
TNFRSF19	ENSG00000127863
TTTY3B	ENSG00000280961
MOB2	ENSG00000182208
KLHL24	ENSG00000114796
ARHGEF26	ENSG00000114790
KCNJ18	ENSG00000260458
MAFA-AS1	ENSG00000254338
ZACN	ENSG00000186919
ZNF395	ENSG00000186918
NBAT1	ENSG00000260455
LOC101929172	ENSG00000254334
FNDC4	ENSG00000115226
LOC100505984	ENSG00000115221
RB1CC1	ENSG00000023287
ENPP5	ENSG00000112796
SPESP1	ENSG00000258484
LY86	ENSG00000112799
PNPO	ENSG00000108439
GYG2	ENSG00000056998
GOSR2	ENSG00000108433
FBXO4	ENSG00000151876
LOC105376554	ENSG00000254486
LOC100506082	ENSG00000254480
LOC105376609	ENSG00000254489
BSPRY	ENSG00000119411
CPA2	ENSG00000158516
NCF1	ENSG00000158517
POLQ	ENSG00000051341
ACE	ENSG00000159640
E2F3	ENSG00000112242
LOC388242	ENSG00000258150
PTP4A1	ENSG00000112245
SIM1	ENSG00000112246
ASCC3	ENSG00000112249
LOC101929541	ENSG00000226251
C7orf34	ENSG00000165131
UQCC1	ENSG00000101019
ANKS6	ENSG00000165138
WNT3A	ENSG00000154342
CD40	ENSG00000101017
FUZ	ENSG00000010361
LINC00523	ENSG00000196273
GTF2IRD2	ENSG00000196275
GRM7	ENSG00000196277
TMEM74	ENSG00000164841
BCO2	ENSG00000197580
ARID4B	ENSG00000054267
CHGB	ENSG00000089199
ENTPD6	ENSG00000197586
DMBX1	ENSG00000197587
KLKP1	ENSG00000197588
ZBTB1	ENSG00000126804
LRCH3	ENSG00000186001
NOTUM	ENSG00000185269
DNAJC24	ENSG00000170946
UBALD2	ENSG00000185262
KIAA0825	ENSG00000185261
CDNF	ENSG00000185267
TEX33	ENSG00000185264
SEMA4A	ENSG00000196189
CTSE	ENSG00000196188
TP53TG3	ENSG00000183632
PRR32	ENSG00000183631
STK40	ENSG00000196182
NCOA6	ENSG00000198646
TMEM63A	ENSG00000196187
RP1L1	ENSG00000183638
KIAA1456	ENSG00000250305
LINC01618	ENSG00000250302
LOC283140	ENSG00000250303
ZNF10	ENSG00000256223
MTRNR2L3	ENSG00000256222
ZNF486	ENSG00000256229
CRLF1	ENSG00000006016
C19orf60	ENSG00000006015
SNORD115-43	ENSG00000202373
SNORD115-46	ENSG00000276844
SPINK1	ENSG00000164266
SCGB3A2	ENSG00000164265
NLRP13	ENSG00000173572
CLEC1A	ENSG00000150048
TRIM35	ENSG00000104228
MYLIP	ENSG00000007944
AGPS	ENSG00000018510
LRP11	ENSG00000120256
KLRF1	ENSG00000150045
MTHFD1L	ENSG00000120254
PAPLN	ENSG00000100767
BRF2	ENSG00000104221
NUP43	ENSG00000120253
GRIA2	ENSG00000120251
FAM92B	ENSG00000153789
PPP3CB	ENSG00000107758
HOXB-AS1	ENSG00000230148
HORMAD2	ENSG00000176635
LRRC8E	ENSG00000171017
PCDHGA8	ENSG00000253767
DNAJB13	ENSG00000187726
OR4D5	ENSG00000171014
IFNL3	ENSG00000197110
IL37	ENSG00000125571
PRPS1L1	ENSG00000229937
THSD4	ENSG00000187720
RAB40A	ENSG00000172476
SIRPA	ENSG00000198053
PRIM1	ENSG00000198056
GRK6	ENSG00000198055
DSCR8	ENSG00000198054
LINC00334	ENSG00000182586
RBKS	ENSG00000171174
ACTL10	ENSG00000182584
EPGN	ENSG00000182585
VCX	ENSG00000182583
EPHB3	ENSG00000182580
SERPINB2	ENSG00000197632
MIR1913	ENSG00000222958
DPP4	ENSG00000197635
MYPOP	ENSG00000176182
EPHA5-AS1	ENSG00000250846
CFAP57	ENSG00000243710
CACNA2D3-AS1	ENSG00000243715
GPANK1	ENSG00000204438
TRPM3	ENSG00000083067
NPIPB5	ENSG00000243716
CSNK2B	ENSG00000204435
ACER1	ENSG00000167769
KRT1	ENSG00000167768
LOC101928847	ENSG00000247416
KRT80	ENSG00000167767
ZNF83	ENSG00000167766
LOC100130476	ENSG00000237499
HIST1H2AE	ENSG00000277075
ALDH18A1	ENSG00000059573
MIR6131	ENSG00000277073
MIR4469	ENSG00000120925
CXCL8	ENSG00000169429
NACAD	ENSG00000136274
HUS1	ENSG00000136273
DDX56	ENSG00000136271
TBRG4	ENSG00000136270
MIR6837	ENSG00000136279
COQ7	ENSG00000167186
PRR15L	ENSG00000167183
SP2	ENSG00000167182
IMPA2	ENSG00000141401
GNAL	ENSG00000141404
DENND1C	ENSG00000205744
MIR30C2	ENSG00000199094
MIR372	ENSG00000199095
MIR326	ENSG00000199090
MIR410	ENSG00000199092
GPR55	ENSG00000135898
SP110	ENSG00000135899
SLFNL1-AS1	ENSG00000281207
BEST3	ENSG00000127325
TSPAN8	ENSG00000127324
PTPRB	ENSG00000127329
RAB3IP	ENSG00000127328
ESPNP	ENSG00000268869
