Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
SRGAP1	0.832569	0.001159	8.4e-05	0.01511	8e-06	0.104789	0.172736	0.096693	0.345086	0.823109	0.244568	0.530197	0.639162	0.647958	0.446062	0.898087	0.306681	0.051773	0.0	0.27509	0.168946	0.714469	1.0	0.409864	0.225689	0.407773	0.3492	0.441394	0.417879	0.930893	0.458203	0.000453	1.2e-05	0.000487
SRPRB	0.578158	0.097335	0.144713	0.09726	0.166491	0.446525	0.467228	0.408218	0.570677	0.513401	0.671112	0.373473	0.634276	0.467695	0.534477	0.312147	0.391354	0.222015	0.0	0.300035	0.615411	0.505756	0.659877	1.0	0.508638	0.458637	0.760208	0.542073	0.808293	0.447675	0.495615	0.144068	0.214702	0.198566
SRPX	0.001202	1e-06	1e-06	0.0	0.0	0.066209	0.040244	0.025937	0.019144	0.001227	0.002579	1.0	0.020425	0.026551	0.05706	0.044487	0.033649	5e-06	0.0	0.035303	0.010555	0.023215	0.092897	0.058414	0.019282	0.080055	0.01066	0.122485	0.101759	0.092467	0.041925	8.5e-05	5.7e-05	0.0
SRXN1	0.34498	0.0	0.0362	0.172345	0.156979	0.274294	0.483711	0.185339	0.483711	0.261906	0.811095	0.435032	0.460518	0.526841	0.260837	0.251678	0.658808	0.308503	0.457396	0.277183	0.295847	0.404824	0.41331	0.410593	0.353362	0.548385	0.582359	0.254333	0.585422	0.814915	0.689609	0.000784	0.036807	0.125501
SSPN	0.097082	0.021892	0.155586	0.000133	0.0	0.008843	0.021262	0.006696	0.090864	0.06171	0.01314	0.073617	0.168118	0.110735	0.112319	0.192016	0.035086	0.008043	0.087069	0.040062	0.07842	0.111445	0.024633	0.070998	0.132781	0.239627	0.155329	0.070861	0.152226	0.088772	0.114533	9e-05	1e-06	5e-06
SSPO	0.0067	0.031075	0.006451	0.141789	0.012624	0.066976	0.01277	0.108602	0.01833	0.02554	0.015191	0.119261	0.00667	0.084446	0.303817	0.026525	0.0	0.001101	0.192413	0.025798	0.000582	0.003683	0.006688	0.074751	0.065477	0.094461	0.034328	0.089919	0.177827	0.091598	0.015744	0.033611	0.001062	0.010423
SSTR2	0.062974	0.000293	0.000457	0.000996	5.3e-05	0.000691	0.016373	0.001072	0.00048	0.019185	0.000458	0.025438	0.012953	0.003588	0.158339	0.011852	0.000763	0.116079	0.00617	0.064282	0.002027	0.053312	0.012618	0.019931	0.024766	0.003853	0.048298	0.011113	0.035162	0.011056	0.005039	0.0	7.6e-05	0.000122
SSX2IP	0.237575	0.021298	0.021183	0.028339	0.194022	0.047591	0.044103	0.0	0.078388	0.174157	0.119683	0.044594	0.129436	0.302853	0.31661	0.086446	0.128309	0.07629	0.057176	0.110553	0.14289	0.071192	0.078853	0.194803	0.158521	0.549025	0.230092	0.092534	0.099264	1.0	0.616012	0.069201	0.048588	0.059639
ST18	1.8e-05	7.7e-05	0.000125	0.023134	7e-06	0.001135	0.000194	0.0	0.00255	2.1e-05	0.000196	0.003517	0.002247	1.3e-05	7.7e-05	1.2e-05	0.006199	1.0	0.001234	8e-05	0.00058	0.001156	0.007695	2.9e-05	1.3e-05	0.000766	1.1e-05	2e-05	9e-06	3.7e-05	0.001746	3.3e-05	1.4e-05	0.000954
ST6GALNAC1	2.1e-05	7.1e-05	0.000111	0.00449	0.000856	0.004996	0.003359	0.001719	0.000116	0.007924	0.179289	0.000168	0.002151	1.8e-05	7.1e-05	1.7e-05	0.000185	0.0	0.01943	7.4e-05	0.000491	0.010048	3.3e-05	3.1e-05	1.8e-05	0.001746	1.6e-05	0.005275	0.006503	0.000962	3.2e-05	0.161956	1.0	0.002432
STAG3	0.00228	1.0	0.214811	0.005506	0.024258	0.006139	0.00202	0.002814	0.002243	0.0	0.002978	0.014772	0.007702	0.004643	0.018175	0.002041	0.00177	0.054022	0.044653	0.010922	0.005379	0.006505	0.009934	0.021265	0.006912	0.005015	0.002167	0.006465	0.009365	0.006256	0.005724	0.042432	0.028342	0.029544
STAMBPL1	0.117683	0.323656	0.948073	0.018921	0.314721	0.039239	0.023042	0.007097	0.023507	0.041584	0.054692	0.498131	0.304036	0.773674	0.67255	0.43647	0.090496	0.0	0.167956	0.099077	0.797091	0.145869	0.794936	1.0	0.764592	0.460712	0.525978	0.388741	0.448822	0.602862	0.64233	0.771245	0.523978	0.59402
STAP1	1e-06	1.0	0.438073	0.000168	0.064157	9e-05	2.6e-05	5.8e-05	1.8e-05	2e-06	0.000124	2.6e-05	2e-06	8.9e-05	1e-05	1e-06	2.9e-05	0.00111	0.000986	1e-05	8.2e-05	3e-06	3e-06	3e-06	1e-06	1e-06	0.0	2e-06	0.0	4e-06	3e-06	0.080922	0.022947	0.00212
STARD4	0.238132	0.077263	0.088165	0.087102	0.188878	0.400548	0.269045	0.258798	0.275093	0.325652	0.471144	0.047019	0.147572	0.670081	0.294236	0.658704	0.403409	0.347892	0.0	0.39034	0.443128	0.551477	0.431185	0.494165	0.147028	0.250987	0.524582	0.240917	0.402889	0.339328	1.0	0.040505	0.07906	0.084981
STARD5	0.010138	0.036498	0.034921	0.012733	0.017944	0.0	0.021027	0.004272	0.030585	0.000588	0.024507	0.052365	0.043308	0.038236	0.019778	0.034011	0.076135	0.011459	0.027277	0.003741	0.055076	0.015664	0.015981	0.041327	0.01848	0.042486	0.073797	0.083101	0.039067	0.071033	0.022215	0.02469	0.006577	0.014563
STAT1	0.780269	0.036169	0.080915	0.228296	0.112363	0.074308	0.04485	0.086498	0.035401	0.161867	0.022785	0.09656	0.249727	0.126173	0.121646	0.472673	0.0	0.130745	0.371921	0.797831	0.034635	0.834837	0.131937	0.279558	0.074459	0.06835	0.182508	0.482845	0.171149	0.133777	0.079422	0.251948	0.290691	0.310966
STEAP3	0.319139	0.001823	0.003135	0.103851	0.021823	0.145278	0.245381	0.083242	0.388849	0.176108	0.262629	0.055196	0.356842	0.117218	0.280048	0.445707	0.432179	0.178032	0.01438	0.042772	0.580132	0.337555	1.0	0.191508	0.014836	0.142485	0.221388	0.16368	0.185899	0.275655	0.261591	0.0	0.0003	0.000592
STON1	0.502473	0.060563	0.03206	0.019745	0.014103	0.131975	0.086614	0.066474	0.039752	0.039165	0.005619	0.422828	0.075913	0.267759	1.0	0.323763	0.025035	0.0	0.264732	0.019885	0.352402	0.26299	0.069141	0.214692	0.377779	0.229076	0.86095	0.151531	0.556351	0.241362	0.230202	0.046798	0.057945	0.026628
STON2	0.09978	0.000246	0.000154	0.03422	0.000886	0.002131	0.002705	0.433061	1.0	0.104014	0.37439	0.000935	0.0003	0.124616	0.005677	0.392141	0.225337	0.000975	0.006809	0.005876	3.2e-05	0.130809	0.01904	0.000669	0.001455	0.01072	0.001027	0.086818	0.001985	0.089258	0.003236	0.000304	0.001093	0.0
STS	0.610942	0.044543	0.034835	0.091953	0.038968	0.030765	0.062278	0.057842	0.01148	0.11126	0.007544	0.088292	0.130554	0.020888	0.05974	0.143212	0.003858	0.031046	0.133358	0.033971	0.053645	0.112808	0.065281	0.039626	0.10341	0.021668	0.021363	0.030548	0.077673	0.039956	0.01895	0.0	0.005894	0.001517
STX1B	0.099783	0.022845	0.090882	0.019547	0.005213	0.012641	0.008808	0.022509	0.021713	0.012408	0.0	0.018311	0.088914	0.086809	0.081323	0.121507	0.028464	0.072233	0.010458	0.119157	0.141	0.084942	0.062968	0.002805	0.012764	0.183387	0.062872	0.062583	0.098019	0.112718	0.140542	0.096258	0.01333	0.017122
STYK1	0.005396	0.005879	0.00015	3.2e-05	0.086708	0.704148	0.339954	0.366014	0.219895	0.12461	0.166443	0.000244	0.055755	0.005008	0.006313	0.08135	0.118821	0.0	0.040255	0.002441	0.021199	0.005547	0.027716	0.160676	0.026343	0.029259	0.005281	0.024566	0.057913	0.010401	0.022052	0.002229	0.003355	0.532964
SV2A	0.377244	0.001507	0.005037	0.00017	0.01536	0.082999	0.054722	0.094052	0.118589	0.033231	0.025683	0.050319	0.027717	1.0	0.63583	0.550912	0.080989	0.0	0.055324	0.088624	0.852292	0.681615	0.266642	0.292508	0.226166	0.609308	0.669352	0.463556	0.653829	0.866655	0.958511	0.040719	0.107086	0.120382
SYDE2	0.12065	0.046085	0.04338	3.6e-05	0.000558	0.087086	0.031247	0.128076	0.209143	0.115194	0.139781	0.015012	0.062787	0.14621	0.095029	0.089876	0.075245	0.004326	0.002938	0.077044	0.106157	0.248649	0.080826	0.092335	0.075245	0.125844	1.0	0.049092	0.111548	0.082928	0.184082	0.268145	0.105547	0.033002
SYN3	0.003085	1.0	0.007462	0.0	0.003061	2e-06	0.00554	0.008048	0.000103	1.9e-05	0.002977	0.000149	0.015437	1.4e-05	0.003226	0.00688	0.000164	0.001316	0.0	0.005852	0.000441	0.003992	0.000673	2.6e-05	1.4e-05	0.001985	0.004705	0.001144	1e-05	0.001138	0.005816	0.000148	1.4e-05	2.4e-05
SYNC	0.572896	0.001502	0.001361	0.000125	0.000764	0.041006	0.042638	0.083067	0.300054	0.263379	0.040771	0.282042	0.426747	0.256945	1.0	0.818605	0.040119	0.008553	0.000731	0.145545	0.090538	0.69419	0.080223	0.174074	0.368819	0.672537	0.327872	0.300286	0.341329	0.458134	0.264377	0.0	0.000387	0.000471
SYNJ2	0.380143	0.013972	0.048961	0.001791	0.096817	0.416159	0.386621	0.148534	0.076307	0.058153	0.053258	0.031273	0.139	0.316813	0.24344	0.296175	0.07127	0.025212	0.044819	0.0	0.097927	0.529075	0.201218	0.320584	1.0	0.294182	0.192874	0.329564	0.566792	0.310394	0.250104	0.112907	0.148846	0.047025
SYNM	0.127434	0.0	0.000969	0.000598	0.001494	0.027956	0.03832	0.4525	0.019565	0.010894	0.002252	0.00986	0.003907	0.029325	0.01682	0.026547	0.009237	0.000307	0.002996	0.021685	0.005689	0.017069	0.006759	0.022522	0.253759	0.013805	0.027426	0.036663	0.114756	0.021929	0.022978	0.008125	0.009129	0.029483
SYNPO	0.105096	0.067828	0.117709	2e-06	0.000123	0.254786	0.460492	0.143129	0.014529	0.105543	0.053864	0.340712	0.086648	0.065931	0.037401	0.017709	0.324064	1.7e-05	0.003428	0.04078	0.079103	0.031969	0.025618	0.085262	0.186049	0.032974	0.046602	0.324168	1.0	0.076613	0.008189	0.000348	0.00027	0.0
SYNPO2	0.022318	0.00194	0.002353	0.02261	0.006864	0.001583	0.003955	0.001375	0.064662	0.002429	0.00303	0.068318	0.024177	0.174202	0.092128	0.344716	0.002539	0.0	0.008718	0.00087	0.058029	0.17006	0.041536	0.333401	0.011457	0.008016	0.106243	0.073933	0.331326	0.020821	0.075172	0.005478	0.005995	0.003343
SYT11	0.399573	0.026424	0.02404	0.154064	0.564022	0.338867	0.255877	0.284306	0.0	0.226074	0.005599	0.060219	0.243328	0.566633	0.333385	0.528361	0.008522	0.109153	0.136083	0.22447	0.198398	0.333149	0.244678	0.562401	1.0	0.531715	0.453742	0.348698	0.949781	0.527386	0.412372	0.014672	0.25435	0.388151
TACSTD2	0.001498	4e-06	6e-06	0.000886	0.0	0.014974	0.014737	0.046527	0.619362	0.241132	0.906742	9e-06	0.004277	0.000289	0.00089	0.002814	0.120414	0.000528	0.013671	0.000489	0.000732	0.000372	0.000204	0.000659	2.5e-05	0.000532	0.000216	8.5e-05	0.000372	0.000441	0.000248	0.000109	3.6e-05	1e-06
TAF13	0.396809	0.032859	0.046858	0.17466	0.102389	0.310618	0.141364	0.23573	0.324592	0.464016	0.484763	0.207448	0.442916	0.244548	0.80352	0.202858	0.163738	0.295476	0.141852	0.182476	0.163232	0.26417	0.321892	1.0	0.412376	0.298066	0.43284	0.315926	0.38491	0.249914	0.438285	0.045167	0.104718	0.09501
TAL1	0.000875	0.018317	4.4e-05	0.018057	0.000387	0.445606	0.288292	1.0	4.7e-05	0.002784	0.000176	0.00445	9e-06	0.000171	0.00294	7e-06	7.4e-05	0.0	0.001731	2.9e-05	0.000197	1.2e-05	1.3e-05	0.068187	0.006525	8e-06	0.000342	0.004426	0.005012	0.000655	0.000771	0.003696	0.003161	0.000254
TARP	2e-06	0.000921	0.000552	0.001274	0.539134	0.0	1.9e-05	1.6e-05	1.3e-05	2e-06	0.0	1.9e-05	2e-06	2e-06	8e-06	2e-06	2.1e-05	1.6e-05	0.01013	8e-06	5.7e-05	3e-06	3e-06	3e-06	2e-06	2e-06	2e-06	2e-06	1e-06	4e-06	3e-06	0.020742	0.035099	0.12232
TBC1D16	0.035351	0.004891	0.000422	0.000301	0.0	0.064904	0.036836	0.076526	0.044452	0.219231	0.059927	0.131276	0.022802	0.045576	0.051227	0.070183	0.04193	0.011357	0.000293	1.0	0.047675	0.106998	0.141136	0.032191	0.039288	0.091954	0.064904	0.075289	0.069013	0.102765	0.048789	0.000383	0.00043	0.000109
TBC1D19	0.421185	0.068352	0.044459	0.0	0.117347	0.057142	0.021699	0.055709	0.24332	0.477827	0.089186	0.051965	0.164178	0.669479	0.353406	0.220502	0.063832	0.031461	0.009042	0.207914	0.130719	0.37666	0.185768	0.270528	0.341527	0.409923	0.397949	0.112372	0.270881	1.0	0.460145	0.074734	0.068244	0.111275
TBC1D24	0.236652	0.031937	0.091141	0.049611	0.072572	0.152569	0.158709	0.097281	0.15083	0.087091	0.073695	0.101023	0.143137	0.142313	0.118132	0.48487	0.061355	0.071926	0.0	0.266539	1.0	0.218743	0.169996	0.16088	0.127963	0.195054	0.288877	0.24964	0.254922	0.233954	0.276233	0.047278	0.056281	0.067089
TBX21	2e-06	0.004537	0.023068	0.000784	1.0	0.0	1.4e-05	6.4e-05	1e-05	2e-06	0.0	1.4e-05	2e-06	1e-06	6e-06	1e-06	1.6e-05	0.002439	0.000658	6e-06	4.3e-05	2e-06	0.010015	2e-06	1e-06	1e-06	0.000295	2e-06	4e-05	0.000184	0.002303	0.002904	0.030866	0.289105
TC2N	0.00076	0.052065	0.03969	0.009565	0.240558	0.0	0.001705	0.054325	0.081472	0.023453	0.115675	0.007845	0.001757	0.001132	0.001554	0.002032	0.035303	0.000324	0.003624	0.000251	0.001982	0.000446	0.001956	0.000477	0.00158	0.00041	0.001288	0.000247	0.000767	0.001253	0.002358	1.0	0.503593	0.626051
TCF7	0.001393	0.009035	0.018699	0.006405	0.037203	0.000331	0.002976	0.000312	0.009089	0.001387	8.5e-05	0.000994	0.004716	0.002438	0.010199	0.008356	0.00633	0.0	0.007607	0.001417	0.005543	0.003868	0.014164	0.000345	0.002818	0.006414	0.000641	0.000974	0.000792	0.007129	0.001828	1.0	0.481025	0.368487
TCL1A	1e-06	1.0	0.025695	0.000139	0.00097	0.0	6e-06	0.0	4e-06	1e-06	0.0	6e-06	0.00018	1e-06	2e-06	0.000179	6e-06	0.0	1.2e-05	2e-06	1.6e-05	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0	1e-06	7.4e-05	1.1e-05	1e-06	1e-06
TCL1B	3.3e-05	0.956654	0.005539	0.0	2e-05	7e-06	0.000261	1e-05	0.00018	3.7e-05	4e-06	0.00026	3.6e-05	2.8e-05	0.020061	0.001371	0.000286	0.0	4e-06	0.000114	0.00076	4.8e-05	5.1e-05	4.8e-05	2.8e-05	3e-05	2.5e-05	3.6e-05	2.1e-05	5.8e-05	5e-05	0.000172	0.001881	0.003883
TCL6	5e-06	1.0	0.008592	0.001715	0.001142	1e-06	4e-05	0.000104	2.7e-05	5e-06	0.0	4e-05	0.000415	4e-06	1.6e-05	0.000438	4.4e-05	0.000125	0.032202	1.7e-05	0.000117	7e-06	7e-06	7e-06	4e-06	0.000693	3e-06	5e-06	3e-06	8e-06	0.000192	0.003851	0.006186	0.019764
TCN2	0.017559	0.000401	0.0	0.126011	0.000968	0.260472	0.420951	0.179702	0.043362	0.066493	0.015285	0.059952	0.031177	0.034086	0.072891	0.106235	0.009763	0.168857	3.4e-05	0.093364	0.179436	0.075666	0.036582	0.022989	0.037375	0.089442	0.013651	0.029546	0.02898	0.056233	0.012265	0.003429	0.004797	0.000604
TDO2	0.004561	1.5e-05	2.4e-05	0.0	3e-06	1e-06	3.6e-05	0.000462	2.5e-05	0.000158	0.00163	0.020535	0.001743	0.057149	0.00793	0.003441	3.9e-05	0.00707	1e-06	0.001413	0.000105	0.006428	0.000272	0.000637	0.003892	0.046087	0.010357	0.002654	0.003458	0.050768	0.00068	0.0	4e-06	6e-06
TDRD12	0.035543	0.060722	0.352679	0.001201	0.020182	0.007451	0.022049	0.029673	0.697125	0.003389	0.110341	0.009803	0.01302	0.008231	0.012303	0.037164	0.082054	0.001562	0.0	0.003042	0.041496	0.010291	0.028029	0.012712	0.020008	0.01129	0.010315	0.010561	0.016551	0.020844	0.018307	0.018168	0.012371	0.016637
TEK	0.004345	1.2e-05	1.9e-05	0.0	1e-06	0.56163	0.328411	1.0	2e-05	0.001105	0.000357	0.007392	0.037968	0.00539	0.011906	0.001738	0.002842	3e-06	0.048562	0.000643	0.0163	0.029673	0.008673	0.138085	0.014818	0.057273	0.079102	0.098378	0.047497	0.034184	0.016114	0.000698	8.8e-05	4e-06
TFCP2L1	0.000257	1e-05	0.000516	0.001562	0.001729	0.0	2.4e-05	2e-05	1.0	0.304932	0.053728	2.4e-05	3e-06	2e-06	0.000198	0.000514	0.075213	0.005952	0.001562	1e-05	7e-05	0.00014	0.000392	0.000892	0.001505	2e-06	2e-06	3e-06	4.6e-05	0.000253	0.000143	0.0	0.00015	0.00271
TFRC	0.065796	0.035117	0.035026	0.027709	0.0	0.112599	0.036803	0.067651	0.399543	0.053337	0.068102	0.049148	0.027284	0.097584	0.046583	0.022564	0.020712	0.491927	0.010376	0.07066	0.01247	0.059577	0.116357	0.1159	0.052677	0.083795	1.0	0.162195	0.158768	0.066693	0.140532	0.032128	0.039604	0.024948
TGFA	0.006615	0.000434	1.7e-05	0.024759	0.046082	0.006626	0.011557	0.088109	0.372552	0.620951	0.960544	2.7e-05	0.073155	0.0	9e-06	0.003144	1.0	0.000424	0.293961	0.000708	8.4e-05	0.000132	0.00013	0.010564	0.000203	0.000546	0.000983	0.004904	0.007058	0.001871	3e-06	0.008416	0.016116	0.014373
TGFB3	0.780757	0.17284	0.066461	0.019896	0.045831	0.059227	0.049413	0.085332	0.035943	0.041263	0.027219	0.728428	0.090739	0.167168	0.223524	0.189143	0.01403	0.003812	0.0	0.033174	1.0	0.254297	0.135571	0.106455	0.268578	0.309717	0.396164	0.191996	0.314415	0.168364	0.152623	0.156622	0.047448	0.080697
TGFBI	0.186063	0.0	0.000319	0.025966	1.9e-05	0.00171	0.004071	0.000504	0.004174	0.029069	0.022752	0.020769	1.0	0.020854	0.010681	0.023902	0.021001	0.004367	8.6e-05	0.003506	0.033838	0.167484	0.058389	0.108152	0.030127	0.095481	0.103843	0.036915	0.35959	0.071002	0.02181	1.1e-05	0.000287	0.000383
TGFBR1	1.0	0.025921	0.06631	0.100246	0.360531	0.008211	0.0	0.02588	0.318384	0.721437	0.235916	0.011286	0.136488	0.202151	0.036699	0.218038	0.070147	0.264416	0.16576	0.200874	0.011222	0.342286	0.033888	0.20301	0.047537	0.09075	0.481773	0.138039	0.188524	0.079116	0.129785	0.043769	0.065898	0.201217
TGFBR3	0.156724	0.0	0.000291	0.003773	0.637619	0.026536	0.019146	0.048947	0.001092	0.010745	0.003188	0.310605	0.050737	0.161241	0.196527	0.751012	0.001796	0.000677	0.003533	0.091559	0.023169	0.082073	0.296722	0.047467	0.030243	0.190366	0.201466	0.116529	0.033788	0.224547	0.027107	0.031541	0.103292	0.357432
TGM1	0.002856	0.006872	0.014525	0.011808	0.009557	0.002585	0.00288	0.000868	0.028139	0.001613	0.799545	0.00089	0.001177	0.001171	0.011219	0.004609	0.076975	0.003157	0.035455	0.002647	0.010956	0.001463	0.00387	0.000495	0.0	0.001368	0.00387	0.008397	0.002285	0.002192	9.1e-05	0.012239	0.007698	0.005038
TGM2	0.025682	3.3e-05	0.000726	0.001289	0.0	0.530194	0.752041	0.441363	0.229996	0.130648	0.011577	0.013791	0.202361	0.067452	0.045707	0.021779	0.015073	0.088106	1.4e-05	0.017047	1.0	0.085736	0.002581	0.316477	0.519262	0.057397	0.14234	0.224939	0.417445	0.063859	0.220038	0.000728	7.9e-05	1.7e-05
THBD	0.004616	8e-06	1.3e-05	0.046273	4.9e-05	0.322188	0.222959	0.075592	0.178283	0.005343	0.363044	0.021279	0.048531	0.018931	0.329917	0.031044	0.129266	0.0026	0.280945	0.004113	0.002112	0.001663	0.059937	0.084593	1.0	0.116459	0.005679	0.10245	0.166188	0.132272	0.148487	7.6e-05	0.0	2e-06
THBS1	0.040356	4.9e-05	5e-06	0.022845	0.000211	0.822192	0.071	0.822192	0.667216	0.109966	0.009547	0.018293	0.213715	0.03981	0.00657	1.0	0.034503	0.0	8.4e-05	0.002137	0.002914	0.822192	0.00237	0.195234	0.005267	0.021876	0.05199	0.05199	0.076217	0.058992	0.008219	0.00044	5.9e-05	5.2e-05
THEMIS	3e-06	0.000237	1.7e-05	0.00583	0.006098	1e-06	2.7e-05	1e-06	1.8e-05	4e-06	2.3e-05	2.7e-05	0.001957	3e-06	0.000253	0.000722	2.9e-05	0.0	0.001308	1.2e-05	7.7e-05	0.00051	5e-06	0.000447	3e-06	3e-06	9.5e-05	4e-06	7.4e-05	6e-06	5e-06	0.578335	0.663136	1.0
THG1L	0.241165	0.070351	0.124546	0.248326	0.092977	0.135919	0.10746	0.153611	0.136515	0.201061	0.479907	0.164913	0.136744	0.638465	0.255785	0.287751	0.317753	0.060019	0.0	0.274211	0.258409	0.389662	0.459111	0.260619	0.336558	0.952993	0.774615	0.756856	0.266064	0.274694	0.367132	0.161701	0.159673	0.074721
THRB	0.027492	0.191791	0.002733	0.000586	6e-06	0.005644	0.045574	0.001398	0.349408	0.360266	0.175278	0.192477	0.077071	0.094717	0.091991	1.0	0.048729	0.100913	0.0	0.001953	0.113875	0.009797	0.081379	0.009829	0.067754	0.01077	0.030458	0.078496	0.03495	0.028226	0.01849	0.000179	9e-06	1.6e-05
TIE1	0.000754	1e-06	2e-06	7.3e-05	0.003539	0.504299	0.310574	1.0	2e-06	0.003781	0.000689	0.00433	9.4e-05	5.4e-05	0.001927	2e-05	4e-06	0.059311	1.7e-05	1e-06	0.005891	2e-05	0.00019	0.003536	0.011162	0.000511	0.000515	0.004371	0.000781	0.00153	0.071866	0.000899	0.0	2.8e-05
TIMP1	0.006562	0.0	9e-06	0.003028	0.000522	0.001273	0.00179	0.001808	0.002606	0.000854	0.000972	0.135093	1.0	0.010448	0.012988	0.006665	0.002728	0.000126	0.001254	0.001077	0.029268	0.017015	0.017188	0.011896	0.006173	0.012389	0.021818	0.007783	0.029268	0.020763	0.007852	0.000261	0.001322	0.000369
TIMP3	0.05038	5.2e-05	5.2e-05	0.0	5e-06	0.002397	0.051517	0.154164	0.353875	0.002939	0.027765	0.079409	1.0	0.108491	0.128505	0.233363	0.020171	0.059967	9e-06	0.026339	0.019006	0.80811	0.035742	0.095008	0.017034	0.161661	0.052417	0.072555	0.110475	0.23441	0.014283	1.5e-05	0.0	0.0
TIMP4	0.072376	1.3e-05	0.000676	3e-06	2e-06	0.001784	0.003671	0.005477	2.2e-05	0.002016	0.010913	0.488993	0.001865	0.063478	0.036052	0.028943	0.00098	0.098193	0.0	0.008888	0.10951	0.013199	0.144968	0.007921	0.00674	0.110804	0.041154	0.014027	0.010308	0.09879	0.026301	0.0	3e-06	6e-06
TJP3	3e-05	0.116224	0.10017	0.000949	0.065545	0.000264	0.000267	0.002091	0.023826	0.276132	0.180382	0.000267	0.006016	2.5e-05	0.00011	2.3e-05	0.068794	0.023705	0.0	0.000114	0.000786	4.6e-05	0.002111	4.6e-05	0.000967	0.002044	2.2e-05	3.3e-05	1.8e-05	0.00203	0.005965	0.614237	1.0	0.361322
TK1	0.270916	0.003993	0.01317	0.001766	0.027655	0.357851	0.656615	0.424962	0.024495	0.096866	0.019798	0.027896	0.311114	0.145992	0.147926	0.246178	0.454104	0.089174	0.011755	0.239604	1.0	0.068982	0.386524	0.410177	0.486339	0.106784	0.133753	0.098426	0.129243	0.621455	0.55465	0.0	0.005107	0.01195
TKTL1	7e-06	0.006622	0.006639	0.00328	0.594405	0.000305	0.003044	0.000681	3.9e-05	7e-06	0.0	5.7e-05	7e-06	0.000618	2.4e-05	5e-06	0.00122	6e-06	0.041205	0.001781	0.000169	1e-05	1e-05	1e-05	5e-06	6e-06	5e-06	7e-06	4e-06	1.2e-05	1e-05	0.086809	0.14083	0.086129
TLE2	0.064317	0.015237	4.8e-05	0.000285	0.054112	0.271628	0.136396	0.213981	0.08888	0.166387	0.022774	1.0	0.069978	0.052384	0.107998	0.025702	0.017082	0.000806	0.0	0.013363	0.024074	0.043816	0.01293	0.023218	0.052967	0.051815	0.044376	0.073831	0.203052	0.024519	0.012336	0.207154	0.102496	0.078841
TLR10	4e-06	0.303542	1.0	0.010739	0.002144	0.0	3.6e-05	0.0	2.4e-05	4e-06	8.5e-05	3.5e-05	0.0002	3e-06	1.4e-05	3e-06	3.9e-05	0.000437	0.28898	0.001327	0.000106	0.000277	0.000161	0.000206	3e-06	3e-06	2e-06	4e-06	7e-05	0.000457	6e-06	0.001708	0.000533	0.000173
TM4SF1	0.353113	1e-06	2e-06	0.0	0.0	0.474953	0.264322	0.831695	0.143343	0.068509	0.049382	0.172852	0.005499	0.118897	0.133778	0.00084	0.108171	5.8e-05	0.0	0.383693	0.088883	0.107539	0.294779	0.402162	1.0	0.069778	0.176284	0.130232	0.277426	0.115353	0.0801	0.001107	0.0	0.0
TM4SF18	0.001314	5e-06	8e-06	0.0	1e-06	0.367199	0.525104	1.0	9e-06	0.032163	0.003472	0.003069	4.1e-05	4e-05	0.001395	0.000516	0.001082	0.0	7.2e-05	0.014683	3.7e-05	0.000277	0.000762	0.001528	0.006704	9.5e-05	0.001246	0.003414	0.000764	0.000496	0.000596	0.000993	1e-06	2e-06
TM7SF2	0.013979	0.111852	0.108219	0.036173	0.094317	0.087931	0.065969	0.10095	0.036391	0.220534	0.218102	0.006103	0.0	0.43902	0.036668	0.169111	0.10091	0.097692	0.031629	0.047366	0.354644	0.038773	0.053822	0.058479	0.044517	0.053385	0.201262	0.052754	0.048707	0.102781	0.183144	0.093213	0.08175	0.091646
TMC4	0.010123	0.0	0.01866	0.070619	0.125279	0.006997	0.002753	0.006699	1.0	0.260108	0.93234	0.010862	0.003356	0.006675	0.013656	0.014042	0.411988	0.007763	0.228461	0.012245	0.000302	0.009734	0.010736	0.016816	0.004849	0.019435	0.005514	0.003244	0.00259	0.014172	0.008338	0.007763	0.025879	0.015116
TMCO6	0.064636	0.093247	0.062064	0.06931	0.057526	0.067663	0.111806	0.063951	0.0	0.050785	0.077677	0.392587	0.068519	0.069258	1.0	0.031138	0.177573	0.026341	0.18948	0.064713	0.263366	0.022176	0.1282	0.032247	0.017493	0.025902	0.016515	0.060819	0.017692	0.030766	0.033295	0.079901	0.07233	0.084668
